RPM,WindMagnitude,AngleDegrees,WindX,WindY,WindZ,VmagCosAngle,Fx,Fy,Fz,Qx,Qy,Qz,Propeller_1_Fx,Propeller_1_Fy,Propeller_1_Fz,Propeller_1_Qx,Propeller_1_Qy,Propeller_1_Qz
38,0,-25,0.0,0,-0.0,0.0,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665
38,0,-20,0.0,0,-0.0,0.0,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665
38,0,-15,0.0,0,-0.0,0.0,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665
38,0,-10,0.0,0,-0.0,0.0,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665
38,0,-5,0.0,0,-0.0,0.0,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665
38,0,0,0.0,0,0.0,0.0,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665
38,0,5,0.0,0,0.0,0.0,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665
38,0,10,0.0,0,0.0,0.0,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665
38,0,15,0.0,0,0.0,0.0,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665
38,0,20,0.0,0,0.0,0.0,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665
38,0,25,0.0,0,0.0,0.0,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665,1.883493361276578e-13,-7.441824934062424e-13,2954.170204546688,-2.405187160547939e-12,-4.9329429430144955e-12,-985.4805143752665
38,3,-25,2.7189233611099497,0,-1.2678547852220983,2.7189233611099497,23.8094945899489,-1.3158658063434232,2668.5250079647926,201.4830759042287,8.43938974843215,-891.8762164790692,23.8094945899489,-1.3158658063434232,2668.5250079647926,201.4830759042287,8.43938974843215,-891.8762164790692
38,3,-20,2.8190778623577253,0,-1.0260604299770062,2.8190778623577253,24.975048781931022,-1.3993918141985402,2724.009688539795,211.0239545637504,8.815303387520927,-910.0160255682559,24.975048781931022,-1.3993918141985402,2724.009688539795,211.0239545637504,8.815303387520927,-910.0160255682559
38,3,-15,2.897777478867205,0,-0.7764571353075622,2.897777478867205,25.97513923393616,-1.4757048755692592,2781.1320594682866,219.14282350475762,9.131649261603878,-928.6978371482625,25.97513923393616,-1.4757048755692592,2781.1320594682866,219.14282350475762,9.131649261603878,-928.6978371482625
38,3,-10,2.954423259036624,0,-0.520944533000791,2.954423259036624,26.79576979234122,-1.5434745538924122,2839.444500865032,225.73118704535068,9.384695862549693,-947.7758093048392,26.79576979234122,-1.5434745538924122,2839.444500865032,225.73118704535068,9.384695862549693,-947.7758093048392
38,3,-5,2.988584094275237,0,-0.2614672282429745,2.988584094275237,27.423803859533916,-1.601353050428087,2898.4937266380443,230.68832785568873,9.570987117509752,-967.1020489078951,27.423803859533916,-1.601353050428087,2898.4937266380443,230.68832785568873,9.570987117509752,-967.1020489078951
38,3,0,3.0,0,0.0,3.0,27.847273754048523,-1.6480107426497115,2957.8245227156103,233.92361020098238,9.687415187150805,-986.5278191522534,27.847273754048523,-1.6480107426497115,2957.8245227156103,233.92361020098238,9.687415187150805,-986.5278191522534
38,3,5,2.988584094275237,0,0.2614672282429745,2.988584094275237,28.055690194466393,-1.6821733193059474,3016.9833881498685,235.35877734431048,9.731295469517454,-1005.9047217434717,28.055690194466393,-1.6821733193059474,3016.9833881498685,235.35877734431048,9.731295469517454,-1005.9047217434717
38,3,10,2.954423259036624,0,0.520944533000791,2.954423259036624,28.04034291566954,-1.702659408675235,3075.5220460185587,234.93017677824454,9.700441678409511,-1025.0858432060195,28.04034291566954,-1.702659408675235,3075.5220460185587,234.93017677824454,9.700441678409511,-1025.0858432060195
38,3,15,2.897777478867205,0,0.7764571353075622,2.897777478867205,27.79458342109212,-1.7084175649959215,3133.0007955973765,232.59084683380016,9.593238764476546,-1043.9268560759847,27.79458342109212,-1.7084175649959215,3133.0007955973765,232.59084683380016,9.593238764476546,-1043.9268560759847
38,3,20,2.8190778623577253,0,1.0260604299770062,2.8190778623577253,27.314081141971243,-1.6985614809592708,3188.99168209836,228.3124001051184,9.408711413937205,-1062.2870671112955,27.314081141971243,-1.6985614809592708,3188.99168209836,228.3124001051184,9.408711413937205,-1062.2870671112955
38,3,25,2.7189233611099497,0,1.2678547852220983,2.7189233611099497,26.597044808220787,-1.672402331500757,3243.081465218047,222.0866429885272,9.14658589578827,-1080.0304060675132,26.597044808220787,-1.672402331500757,3243.081465218047,222.0866429885272,9.14658589578827,-1080.0304060675132
38,6,-25,5.437846722219899,0,-2.5357095704441965,5.437846722219899,45.507238054918666,-2.2649588640912617,2386.145875472361,386.6561524942539,15.91605486004071,-799.2175123789204,45.507238054918666,-2.2649588640912617,2386.145875472361,386.6561524942539,15.91605486004071,-799.2175123789204
38,6,-20,5.638155724715451,0,-2.0521208599540124,5.638155724715451,48.3375688774175,-2.4886097238304385,2498.5101340776905,409.3751737709504,16.76249819316238,-835.8936006902638,48.3375688774175,-2.4886097238304385,2498.5101340776905,409.3751737709504,16.76249819316238,-835.8936006902638
38,6,-15,5.79555495773441,0,-1.5529142706151244,5.79555495773441,50.89846746013853,-2.7070698416973697,2613.886360362177,429.7146427696236,17.511456859964568,-873.5788243949742,50.89846746013853,-2.7070698416973697,2613.886360362177,429.7146427696236,17.511456859964568,-873.5788243949742
38,6,-10,5.908846518073248,0,-1.041889066001582,5.908846518073248,53.14490437290426,-2.9156780119376573,2731.3449349735947,447.3329391020629,18.151935132690184,-911.9717279947359,53.14490437290426,-2.9156780119376573,2731.3449349735947,447.3329391020629,18.151935132690184,-911.9717279947359
38,6,-5,5.977168188550474,0,-0.522934456485949,5.977168188550474,55.03221846016419,-3.1095184781450995,2849.953954423942,461.8936732744399,18.672937643265445,-950.7693253413577,55.03221846016419,-3.1095184781450995,2849.953954423942,461.8936732744399,18.672937643265445,-950.7693253413577
38,6,0,6.0,0,0.0,6.0,56.517294270135274,-3.283559468446908,2968.7874772223754,473.0743937076052,19.06373904641177,-989.6697334832149,56.517294270135274,-3.283559468446908,2968.7874772223754,473.0743937076052,19.06373904641177,-989.6697334832149
38,6,5,5.977168188550474,0,0.522934456485949,5.977168188550474,57.55976379989514,-3.432799553656217,3086.9332774475865,480.5754712289276,19.314171051298114,-1028.3746710125115,57.55976379989514,-3.432799553656217,3086.9332774475865,480.5754712289276,19.314171051298114,-1028.3746710125115
38,6,10,5.908846518073248,0,1.041889066001582,5.908846518073248,58.12319686621748,-3.5524174310689487,3203.5000252806512,484.1288980336352,19.414918396131263,-1066.591795797098,58.12319686621748,-3.5524174310689487,3203.5000252806512,484.1288980336352,19.414918396131263,-1066.591795797098
38,6,15,5.79555495773441,0,1.5529142706151244,5.79555495773441,58.17624420876276,-3.6379205994039094,3317.6238326203666,483.5067360857994,19.35781487145831,-1104.036862250418,58.17624420876276,-3.6379205994039094,3317.6238326203666,483.5067360857994,19.35781487145831,-1104.036862250418
38,6,20,5.638155724715451,0,2.0521208599540124,5.638155724715451,57.693698317578324,-3.685288390872694,3428.4741211948253,478.52895593643046,19.136130298829887,-1140.4356837763428,57.693698317578324,-3.685288390872694,3428.4741211948253,478.52895593643046,19.136130298829887,-1140.4356837763428
38,6,25,5.437846722219899,0,2.5357095704441965,5.437846722219899,56.65743892800686,-3.6911049647198313,3535.2587899788696,469.0704208314447,18.744839449464315,-1175.5258915558097,56.65743892800686,-3.6911049647198313,3535.2587899788696,469.0704208314447,18.744839449464315,-1175.5258915558097
38,9,-25,8.15677008332985,0,-3.803564355666295,8.15677008332985,65.09323039490937,-2.847279173244288,2107.032807069392,555.5192297700731,22.429995334818074,-707.5044020748218,65.09323039490937,-2.847279173244288,2107.032807069392,555.5192297700731,22.429995334818074,-707.5044020748218
38,9,-20,8.457233587073176,0,-3.0781812899310186,8.457233587073176,70.0875602864596,-3.267653728896449,2277.6715411603664,595.0536576215976,23.841584416924572,-763.1132397412914,70.0875602864596,-3.267653728896449,2277.6715411603664,595.0536576215976,23.841584416924572,-763.1132397412914
38,9,-15,8.693332436601615,0,-2.3293714059226867,8.693332436601615,74.76998467860713,-3.6940948983850737,2452.433107228363,631.7154577945951,25.139422795080876,-820.1234761154004,74.76998467860713,-3.6940948983850737,2452.433107228363,631.7154577945951,25.139422795080876,-820.1234761154004
38,9,-10,8.863269777109872,0,-1.562833599002373,8.863269777109872,79.04740374168959,-4.1166103741365845,2629.8715068723754,664.8052561701406,26.301717810416527,-878.06827044496,79.04740374168959,-4.1166103741365845,2629.8715068723754,664.8052561701406,26.301717810416527,-878.06827044496
38,9,-5,8.96575228282571,0,-0.7844016847289235,8.96575228282571,82.82524380189176,-4.524496283151661,2808.5508879043764,693.6160362562512,27.30585157726299,-936.4823436756537,82.82524380189176,-4.524496283151661,2808.5508879043764,693.6160362562512,27.30585157726299,-936.4823436756537
