RPM,WindMagnitude,AngleDegrees,AzimuthAngle,Fx,Fy,Fz,Qx,Qy,Qz
45,4,-15,288.0,38.804047194203946,-1.863385080574059,3818.347951992573,330.42734579916095,16.991253920708072,-1275.560543562117
45,4,-15,324.0,39.494859439617905,-2.9132758957906923,3838.0557130515094,334.94348615813493,10.454798405965514,-1282.0049862725173
45,4,-10,0.0,42.26470786743801,-2.420038134046219,3962.306979712339,356.00713513121104,14.756556262053406,-1322.6483096601032
45,4,-10,36.0,41.724095183129585,-1.7897937471524643,3995.114355716174,353.53078944820703,19.56047521325605,-1333.3836011341564
45,4,-10,72.0,41.60859404471878,-2.9215599258584053,4015.4469895254774,352.62533115404,12.749620836214133,-1340.0376866884455
45,4,-10,108.0,42.773595629059535,-2.9039138286024855,4015.446989525476,360.0269588038559,12.309118476870024,-1340.037686688443
45,4,-10,144.0,42.16680568760107,-1.7830880801972637,3995.1143557161813,356.34347086841467,19.393080572579347,-1333.38360113416
45,4,-10,180.0,40.84615158023694,-2.4415247848173918,3962.306979712338,346.99459336365715,15.292930976030508,-1322.6483096601028
45,4,-10,216.0,41.34557271997965,-3.055307505887352,3929.6403199852925,349.1365801132858,10.570347505058912,-1311.9606480028533
45,4,-10,252.0,41.38756150806214,-1.949951228499559,3909.535358753489,349.4323467994266,17.179434368222886,-1305.383623391921
45,4,-10,288.0,40.26280101278836,-1.9669878002546946,3909.53535875348,342.28638365814544,17.604721044709898,-1305.3836233919178
45,4,-10,324.0,40.91237156336822,-3.0618691362312758,3929.6403199852903,346.38431462128875,10.73414653680219,-1311.960648002853
45,4,-5,0.0,43.31909605071851,-2.5191879183038908,4055.593357566651,364.296127600048,15.065455553569851,-1353.1778517724642
45,4,-5,36.0,42.6503015736491,-1.8712451574141515,4088.6278020048157,360.77934385296777,19.914270019075413,-1363.9920461774866
45,4,-5,72.0,42.46294348229228,-3.0173646531486966,4109.055983706576,359.26404849472664,12.96533244005036,-1370.680259005662
45,4,-5,108.0,43.644600479796566,-2.999466278947605,4109.055983706572,366.7714933110138,12.518532450823033,-1370.6802590056614
45,4,-5,144.0,43.10084783543645,-1.86442080346449,4088.627802004823,363.64180834539087,19.743912575927695,-1363.992046177489
45,4,-5,180.0,41.86754569333209,-2.5411743251084085,4055.593357566649,355.0739639526194,15.614305757681691,-1353.1778517724642
45,4,-5,216.0,42.49506847752329,-3.1795317860480012,4022.6099878650753,358.2493507792266,10.79948264826109,-1342.3820059569432
45,4,-5,252.0,42.612169921546155,-2.044835233355473,4002.264467377517,359.1774381514743,17.634164902948413,-1335.7234863312706
45,4,-5,288.0,41.45094386040695,-2.062424143347241,4002.2644673775035,351.79979760802814,18.07323968755846,-1335.723486331266
45,4,-5,324.0,42.04935023817799,-3.1862830106909383,4022.60998786507,355.41756025747605,10.968014552952887,-1342.3820059569412
45,4,0,0.0,44.05117314940249,-2.6008833112822254,4149.29065441974,369.8727292424606,15.264991508480026,-1383.8549787670852
45,4,0,36.0,43.26199436458297,-1.94471459010124,4182.298735343594,365.3523397795113,20.084788249889115,-1394.6651994457231
45,4,0,72.0,43.004057042698534,-3.0875978043183396,4202.666176522476,363.23891937233907,13.10269896013826,-1401.3364058191526
45,4,0,108.0,44.18444265567697,-3.069718687580604,4202.666176522475,370.73828667612884,12.656379698049195,-1401.3364058191514
45,4,0,144.0,43.71355346283739,-1.9378748948766573,4182.298735343604,368.2212391459338,19.914047839993156,-1394.6651994457272
45,4,0,180.0,42.588512239112205,-2.623038007898961,4149.290654419748,360.5799766991202,15.818042758172819,-1383.8549787670872
45,4,0,216.0,43.336662375927425,-3.276732915517336,4116.244472507976,364.754456700128,10.983526493376026,-1373.0339286875578
45,4,0,252.0,43.52822766875065,-2.1298478139900068,4095.815433586475,366.3082994956316,17.941804015516148,-1366.3452144571093
45,4,0,288.0,42.34784205577243,-2.1477269307248807,4095.815433586467,358.80893219184736,18.38812327764312,-1366.3452144571054
45,4,0,324.0,42.88510327767759,-3.283572610739452,4116.244472507976,361.88555733375927,11.154266903326757,-1373.0339286875558
45,4,5,0.0,44.44244953504331,-2.662868396308785,4242.682296795852,372.59914891314884,15.35044817936285,-1414.4452299339043
45,4,5,36.0,43.54169409385427,-2.008036430697646,4275.413236632592,367.12015799610566,20.067245770721,-1425.169327893197
45,4,5,72.0,43.214962756735304,-3.130093393775902,4295.565630173143,364.42469667772076,13.157356258279446,-1431.772955264198
45,4,5,108.0,44.376188817875104,-3.1125044837801035,4295.565630173139,371.80233722117435,12.718281473718019,-1431.772955264198
45,4,5,144.0,43.98741233320507,-2.0012852060502584,4275.413236632598,369.9519485179196,19.89871386610286,-1425.1693278931991
45,4,5,180.0,42.99089917765669,-2.684854803112909,4242.682296795847,363.37698526572393,15.89929838347896,-1414.4452299339016
45,4,5,216.0,43.851181268499836,-3.344343268765706,4209.825237925924,368.50818675922426,11.119182413693554,-1403.6814536291924
45,4,5,252.0,44.11593032604927,-2.2028900448034423,4189.4688593021765,370.67595956378045,18.095884937185364,-1397.0136493090242
45,4,5,288.0,42.934273328545316,-2.2207884190012592,4189.4688593021665,363.16851474750297,18.542684926454765,-1397.0136493090206
45,4,5,324.0,43.40063500671777,-3.351167622712203,4209.825237925914,365.6457222668602,11.289539856902874,-1403.6814536291909
45,4,10,0.0,44.47728230891082,-2.7030334314384086,4335.060998375808,372.360894656357,15.317882156908667,-1444.7167842409156
45,4,10,36.0,43.474503968679876,-2.058900895514509,4367.268569314807,365.9751410058837,19.859880148553206,-1455.2739596089061
45,4,10,72.0,43.08122283352954,-3.1430760758927194,4387.0547424597735,362.7176548220263,13.124762910127885,-1461.760375440896
45,4,10,108.0,44.205983328803775,-3.126039504134514,4387.054742459768,369.8636179633163,12.699476233682551,-1461.760375440895
45,4,10,144.0,43.90770512529582,-2.052339265166926,4367.268569314816,368.7274064979348,19.696081116873025,-1455.2739596089089
45,4,10,180.0,43.05872602170943,-2.7245200822086977,4335.060998375808,363.34835288880106,15.854256870898894,-1444.7167842409167
45,4,10,216.0,44.021885245205986,-3.3802418224053445,4302.6411047256415,369.3871568327315,11.201931597510125,-1434.0916264399114
45,4,10,252.0,44.35795135307967,-2.2617745614086098,4282.511493114787,372.1521818838496,18.091916323099962,-1427.49524565647
45,4,10,288.0,43.19294976873938,-2.2794206586617305,4282.511493114776,364.75055423404183,18.53241868248358,-1427.4952456564681
45,4,10,324.0,43.579174740739795,-3.3869474893582314,4302.641104725634,366.57447541258375,11.369326238239488,-1434.0916264399095
45,4,15,0.0,44.14337917501061,-2.7194806756101224,4425.734037120707,369.0704933697985,15.164252638737736,-1474.4421945743584
45,4,15,36.0,43.04861119168672,-2.0949271493410015,4457.178347718468,361.83527470599273,19.464021672616017,-1484.753586712107
45,4,15,72.0,42.59143345506323,-3.125218772581332,4476.451345765441,358.03925659635297,13.000360117759676,-1491.0744572211895
45,4,15,108.0,43.66353035821297,-3.108979888037171,4476.451345765436,364.85063109429564,12.59498623533808,-1491.0744572211872
45,4,15,144.0,43.46299936696475,-2.0886504762860723,4457.178347718483,364.46801531094377,19.307336075615673,-1484.753586712108
45,4,15,180.0,42.778697967148304,-2.7401512889584763,4425.734037120701,360.40023721131854,15.680256479515588,-1474.4421945743563
45,4,15,216.0,43.834984687599835,-3.3828191091737434,4393.993631416355,367.2921297527752,11.226173371130713,-1464.0352650574805
45,4,15,252.0,44.23996451342253,-2.3042917791547697,4374.241673514721,370.63332714036375,17.927517271009336,-1457.559853170478
45,4,15,288.0,43.10903907363359,-2.3214217303622857,4374.241673514709,363.44819613493723,18.355134993773987,-1457.5598531704732
45,4,15,324.0,43.40669477577627,-3.389306349659549,4393.993631416344,364.571066969598,11.388115396886896,-1464.0352650574782
45,4,20,0.0,43.43225743218792,-2.7105872055651985,4514.028213261038,362.6708694486995,14.887544495682189,-1503.40002948824
45,4,20,36.0,42.25575132664324,-2.113742003381391,4544.477375321399,354.64756930021014,18.884090762145362,-1513.3892720204078
45,4,20,72.0,41.73768899195533,-3.075690093573449,4563.095469740422,350.33953194445814,12.779752458769021,-1519.4978986752312
45,4,20,108.0,42.742524433317946,-3.060470007897946,4563.095469740416,356.7235728644675,12.399811016108883,-1519.4978986752312
45,4,20,144.0,42.645602244895564,-2.1078369923310807,4544.47737532141,357.1244168639,18.73668302344091,-1513.3892720204083
45,4,20,180.0,42.140695345794676,-2.730150294987428,4514.028213261043,354.4651624534717,15.375901038849179,-1503.40002948824
45,4,20,216.0,43.28012473239814,-3.351030068458537,4483.202188618153,362.1515825764747,11.185418861760304,-1493.2886353137303
45,4,20,252.0,43.75113223536103,-2.32828022979818,4463.97447300734,366.0439495923435,17.602508701616177,-1486.982412311107
45,4,20,288.0,42.67066828510292,-2.344645848696395,4463.9744730073335,359.17941656822563,18.011046274191052,-1486.9824123111032
45,4,20,324.0,42.87240208613443,-3.3572057797820807,4483.202188618147,359.56119020911785,11.339584134990735,-1493.2886353137271
45,6,-20,0.0,57.83594739721118,-3.0613124272733794,3601.479440556314,489.4552924916953,20.17015628518982,-1204.3562612176977
45,6,-20,36.0,56.90963664661178,-1.7630599438640928,3649.1553455295825,485.9656893878332,30.186180149570326,-1219.9317518556234
45,6,-20,72.0,56.78887016431838,-4.120863909309248,3678.8278339447324,485.12450572203227,16.08460575195088,-1229.6272563940333
45,6,-20,108.0,59.21991405239975,-4.0840412667881685,3678.82783394473,500.56970502629576,15.165396213659285,-1229.6272563940322
45,6,-20,144.0,57.82701260071237,-1.749164593394001,3649.155345529589,491.79407221446087,29.83930828473913,-1219.9317518556254
45,6,-20,180.0,54.92993270282784,-3.1053293784868314,3601.479440556309,470.99245175242976,21.268958507151144,-1204.3562612176959
45,6,-20,216.0,55.7950873794052,-4.340786735188283,3554.259378019071,474.0211027804598,11.637421088508237,-1188.9328887843792
45,6,-20,252.0,55.787842335822525,-2.105684663890397,3525.324371609956,473.8256786393296,24.951395495388077,-1179.4834845304856
45,6,-20,288.0,53.52696259275814,-2.1399298566505074,3525.3243716099446,459.46158656934153,25.80626374150532,-1179.483484530482
45,6,-20,324.0,54.917922813346266,-4.354073010033556,3554.2593780190664,468.4481957622716,11.969088500856842,-1188.9328887843776
45,6,-15,0.0,60.66201025827725,-3.2957605686481184,3737.6923195251743,512.030341683988,21.014245841647423,-1248.8650154041768
45,6,-15,36.0,59.504845694067754,-1.9232862927908165,3786.401313738926,506.80493281003874,31.473436223908728,-1264.7876025979792
45,6,-15,72.0,59.27250422371645,-4.390904693183953,3816.6443867016033,505.0106830161577,16.638962804600347,-1274.6755598724055
45,6,-15,108.0,61.81708646324154,-4.352362302966429,3816.6443867015987,521.1772277783625,15.6768229283857,-1274.6755598724055
45,6,-15,144.0,60.46849799567799,-1.9086900017051887,3786.401313738932,512.9273240722479,31.109066665900453,-1264.7876025979815
45,6,-15,180.0,57.59147754058783,-3.3422694486953053,3737.6923195251807,492.52226532740093,22.175254483235673,-1248.8650154041766
45,6,-15,216.0,58.68661008104092,-4.665025861639386,3689.3037313833906,497.2671971659555,12.009953389386233,-1233.050564768016
45,6,-15,252.0,58.79598263689344,-2.2914420778465847,3659.5790536654918,498.0578793334765,26.223390027514206,-1223.3375611269232
45,6,-15,288.0,56.383764604808476,-2.327979568060777,3659.579053665485,482.73228671314797,27.135481263093446,-1223.3375611269191
45,6,-15,324.0,57.75423668667484,-4.67914837599447,3689.3037313833897,491.3435308049428,12.362495982898457,-1233.050564768016
45,6,-10,0.0,63.09930499330521,-3.5158764705037706,3876.4808503689387,531.2577460377337,21.723196664825792,-1294.2429951930392
45,6,-10,36.0,61.72447150141315,-2.0882725925049446,3925.8372202573155,524.3500464030889,32.475166675850204,-1310.3872325315147
45,6,-10,72.0,61.381882076437,-4.629759400454738,3956.412304295685,521.6154277073103,17.121070446772592,-1320.3900001520124
45,6,-10,108.0,64.00313564120307,-4.590055681634297,3956.412304295683,538.2690899193808,16.129940138174433,-1320.390000152012
45,6,-10,144.0,62.720570136471,-2.073184841866775,3925.837220257322,530.678579598502,32.0985287341673,-1310.3872325315165
45,6,-10,180.0,59.90755334710315,-3.564221434749288,3876.480850368935,510.97952706072203,22.930039771146323,-1294.2429951930378
45,6,-10,216.0,61.22000986171004,-4.956613737724858,3827.3087024828465,517.3904098352358,12.371946516218387,-1278.162570348694
45,6,-10,252.0,61.44621926504861,-2.4775050249790453,3797.031715102568,519.1665296907321,27.28965334909695,-1268.2630551401878
45,6,-10,288.0,58.91550815068289,-2.5158373114250105,3797.031715102558,503.0881126228564,28.246548371225757,-1268.263055140184
45,6,-10,324.0,60.245307259332414,-4.971377405990687,3827.3087024828465,511.1978124782324,12.740494337745359,-1278.1625703486918
45,6,-5,0.0,65.10171790347526,-3.716656795646547,4016.750795753281,546.7888697754493,22.28549226920996,-1340.134053788587
45,6,-5,36.0,63.52512247490202,-2.254455944359206,4066.368981998619,538.2706996895795,33.16956288071045,-1356.3742521837355
45,6,-5,72.0,63.07454515702302,-4.831474957849019,4097.038180705505,534.6166060911154,17.524041473697444,-1366.4142246165002
45,6,-5,108.0,65.73327340140641,-4.791203615903187,4097.0381807054955,551.5083569277396,16.518741497850723,-1366.4142246165002
45,6,-5,144.0,64.53885156391944,-2.239101147985679,4066.3689819986275,544.7112447974741,32.78625863344059,-1356.3742521837378
45,6,-5,180.0,61.83572959935686,-3.7661262109681664,4016.7507957532853,526.0390015687293,23.520405228316545,-1340.1340537885862
45,6,-5,216.0,63.35011811016399,-5.208608437331678,3967.181080001605,534.0474734625462,12.723812801418205,-1323.91337961922
45,6,-5,252.0,63.69220756912837,-2.660281039876978,3936.5903766651345,536.7984352799363,28.1300505961505,-1313.905015585206
45,6,-5,288.0,61.07944893156601,-2.6998560873571407,3936.5903766651245,520.1987440572004,29.117968861541932,-1313.905015585203
45,6,-5,324.0,62.34725207163496,-5.2237986927712585,3967.1810800016033,527.6759447885908,13.103009587067183,-1323.9133796192202
45,6,0,0.0,66.62525756546256,-3.893016955687605,4157.411361461796,558.2938760674531,22.690093044144156,-1386.182322715948
45,6,0,36.0,64.86499104261782,-2.417565013117365,4206.909194977101,548.2527158240114,33.54015553358558,-1402.3935927085702
45,6,0,72.0,64.30952157927268,-4.9905529528492565,4237.437257591941,543.7073615122033,17.839384044469224,-1412.3938368223285
45,6,0,108.0,66.96538920847378,-4.950324940194607,4237.437257591939,560.5809379457107,16.835165704698845,-1412.3938368223276
45,6,0,144.0,65.88099901368761,-2.4021756988723935,4206.909194977111,554.7077393984108,33.15598961116736,-1402.393592708572
45,6,0,180.0,63.334270517309626,-3.942865023085086,4157.4113614617945,537.3851828449211,23.934458355830312,-1386.1823227159452
45,6,0,216.0,65.03299406814821,-5.414606245311132,4107.827800723674,546.907478895448,13.062316581315269,-1369.9466865713196
45,6,0,252.0,65.48890548790071,-2.8356154746134026,4077.161143187936,550.6134667897417,28.727370419018655,-1359.907049779261
45,6,0,288.0,62.83303785870039,-2.8758434872645755,4077.161143187921,533.7398903562457,29.731588758833993,-1359.9070497792575
45,6,0,324.0,64.01698609708416,-5.42999555955248,4107.827800723667,540.452455321121,13.446482503801644,-1369.9466865713166
45,6,5,0.0,67.6292632432061,-4.039937871157918,4297.3842045970805,565.4706677299324,22.926725677242356,-1432.0351210307442
45,6,5,36.0,65.70502574690327,-2.5727438877848243,4346.385953152878,554.0067897004651,33.576279827080825,-1448.0943625235993
45,6,5,72.0,65.04849144829274,-5.102111900817834,4376.542120858562,548.6047669638482,18.05723114571607,-1457.979218984596
45,6,5,108.0,67.66125008585583,-5.06253685333459,4376.542120858561,565.2044581865952,17.06931288036989,-1457.979218984595
45,6,5,144.0,66.70789178543767,-2.5575536323418055,4346.385953152885,560.3783183744807,33.197083041504065,-1448.0943625236027
45,6,5,180.0,64.36327493908749,-4.089407286479145,4297.384204597082,544.7207995232159,24.16163863635576,-1432.0351210307447
45,6,5,216.0,66.2271017883222,-5.568926694908958,4248.165135880283,555.6605962287198,13.380615768470772,-1415.908363361296
45,6,5,252.0,66.79376555548805,-2.998907089076808,4217.657494098911,560.2934059966354,29.067784592184843,-1405.9143100715457
45,6,5,288.0,64.13503731110545,-3.039178431020253,4217.657494098899,543.4016551600176,30.073084568063972,-1405.9143100715414
45,6,5,324.0,65.21337269930993,-5.584281491280368,4248.16513588028,549.2200511208878,13.763920015790202,-1415.9083633612945
45,6,10,0.0,68.07759748661894,-4.152615889635364,4435.61187836415,568.0537049693071,22.986179928258966,-1477.3457070642596
45,6,10,36.0,66.01010517127969,-2.714698864378356,4483.751076477125,555.2771718435204,33.273394964201145,-1493.1325377577716
45,6,10,72.0,65.25695724733843,-5.16203593160986,4513.310790662001,549.0584727414408,18.166642568438217,-1502.828183213652
45,6,10,108.0,67.78766836170499,-5.123703645159929,4513.310790661997,565.1368898093264,17.209747546358564,-1502.8281832136506
45,6,10,144.0,66.98480777366277,-2.699935196107625,4483.751076477132,561.4697692005901,32.90484714275502,-1493.132537757775
45,6,10,180.0,64.88584584041634,-4.200960853879735,4435.611878364139,547.7754859922908,24.193023034594997,-1477.3457070642592
45,6,10,216.0,66.89449914109058,-5.666780761831987,4387.127343771512,560.0268730183236,13.668443540304207,-1461.449270490144
45,6,10,252.0,67.5679360202603,-3.1452423304456474,4357.009059679638,565.5508418495175,29.141235292211412,-1451.5763386040494
45,6,10,288.0,64.9466824554949,-3.1849460492630293,4357.009059679628,548.8971796374586,30.13236560084947,-1451.576338604045
45,6,10,324.0,65.89840050603908,-5.681868512467399,4387.12734377151,553.698339822978,14.045081482047234,-1461.4492704901425
45,6,15,0.0,67.93978700690145,-4.226611326355068,4571.0656419362,565.8224350001624,22.860603853132055,-1521.7758497066789
45,6,15,36.0,65.75017812882626,-2.8378636964808486,4617.987683383819,551.8500550375818,32.63324833289741,-1537.1734654273935
45,6,15,72.0,64.90538369173008,-5.167105375073911,4646.734144324775,544.859086006682,18.15597020650572,-1546.6084316155222
45,6,15,108.0,67.31760172381556,-5.130567884856372,4646.734144324769,560.1846786270221,17.2438789709744,-1546.6084316155216
45,6,15,144.0,66.6825515231972,-2.823741182121799,4617.987683383829,557.773721398653,32.28070573946114,-1537.1734654273966
45,6,15,180.0,64.86925428921181,-4.273120206400681,4571.065641936203,546.3143586435768,24.021612494741163,-1521.7758497066793
45,6,15,216.0,67.00200329886896,-5.704417137957066,4523.674710511117,559.7648469930195,13.912424823220071,-1506.2278940150618
45,6,15,252.0,67.77743527942114,-3.2695442638423198,4494.16980088071,566.1378522494738,28.941738526883373,-1496.5497440733418
45,6,15,288.0,65.23285303989663,-3.308086654057598,4494.169800880699,549.9713074872748,29.90387840312644,-1496.5497440733386
45,6,15,324.0,66.03835099726379,-5.719013429041946,4523.674710511114,553.6424557308646,14.276794381267333,-1506.2278940150636
45,6,20,0.0,67.19207683737224,-4.257991094316058,4702.752583195042,558.6090746571765,22.543788390846455,-1564.9982017143734
45,6,20,36.0,64.90133491207507,-2.9365782590456457,4748.117062396239,543.5614041842655,31.66387915420904,-1579.8941637856124
45,6,20,72.0,63.970271718350375,-5.115105235653177,4775.84263106864,535.8460217720981,18.013275326733805,-1588.9998109135163
45,6,20,108.0,66.23115146141578,-5.080860042888771,4775.842631068639,550.2101138421032,17.15840708067053,-1588.9998109135142
45,6,20,144.0,65.7784994781399,-2.923291984194395,4748.1170623962425,549.1343112025253,31.33221174195547,-1579.894163785613
45,6,20,180.0,64.28606214298838,-4.3020080455274,4702.752583195034,540.1462339179092,23.642590612833764,-1564.9982017143711
45,6,20,216.0,66.52229718899687,-5.679242134455739,4656.80091983249,554.6797107601112,14.096517921216986,-1549.9127903278397
45,6,20,252.0,67.39426399079048,-3.3667316317761657,4628.125529416048,561.8542081218645,28.467594512505077,-1540.5006898308004
45,6,20,288.0,64.96322010271003,-3.4035542742945344,4628.125529416032,546.4090088176121,29.38680405082984,-1540.5006898307952
45,6,20,324.0,65.60492123490226,-5.693137484924656,4656.800919832483,548.8513279335493,14.443389786085675,-1549.9127903278388
45,8,-20,0.0,75.68123769722006,-3.806039765637825,3425.1843014084097,641.3424030053309,26.121889640822136,-1146.3369261356115
45,8,-20,36.0,73.74336874161769,-1.4804838827946287,3489.1353395084843,632.6844699899218,43.82372069467006,-1167.2131534864905
45,8,-20,72.0,73.36173936875993,-5.662070162973118,3528.920234728393,629.7816293182537,18.694365722508536,-1180.2034715468926
45,8,-20,108.0,77.6835951697926,-5.5966076873841475,3528.9202347283895,657.2397614147065,17.060215432162774,-1180.2034715468926
45,8,-20,144.0,75.37425932668258,-1.4557810375227174,3489.1353395084943,643.0460394594444,43.20705960152378,-1167.2131534864927
45,8,-20,180.0,70.51498935164977,-3.8842921233576533,3425.1843014084134,608.5195750244067,28.07531581311225,-1146.336926135613
45,8,-20,216.0,72.36983927639344,-6.099761974951614,3361.81186617297,616.5747367286789,11.066237436714978,-1125.6552272551717
45,8,-20,252.0,72.565472140538,-2.138819424796567,3322.963093685987,617.9852730452012,34.81033180909253,-1112.97963111087
45,8,-20,288.0,68.54613037509053,-2.1996997674798062,3322.963093685984,592.4491093652241,36.33009757998403,-1112.9796311108657
45,8,-20,324.0,70.81043560339808,-6.123382019116304,3361.811866172968,606.667346474112,11.655868392055364,-1125.6552272551698
45,8,-15,0.0,79.94773722638378,-4.177156394249576,3607.8072373024684,675.0884518098596,27.3506907548781,-1205.9677988684266
45,8,-15,36.0,77.67375923546615,-1.7241304247932299,3673.04546576272,663.9710405949273,45.86702860984589,-1227.2811665717627
45,8,-15,72.0,77.14002095257302,-6.103730797431451,3713.533599342347,659.7637619696535,19.45133357897684,-1240.5117334560407
45,8,-15,108.0,81.6637227117285,-6.035210992603633,3713.5335993423437,688.5042859913422,17.740862687887063,-1240.5117334560416
45,8,-15,144.0,79.3869188827718,-1.6981814628691807,3673.0454657627265,674.8552917277153,45.21926050663089,-1227.2811665717643
45,8,-15,180.0,74.4890123949364,-4.259838847672679,3607.8072373024625,640.4074271759165,29.41470611763276,-1205.9677988684255
45,8,-15,216.0,76.67913165299278,-6.626070518890481,3542.9632205147077,650.8934055831489,11.430316753924672,-1184.7892347056709
45,8,-15,252.0,77.0369988370086,-2.416219815523905,3503.1129353848532,653.6769042950722,36.7572799968936,-1171.7767770835517
45,8,-15,288.0,72.74861122441332,-2.4811753536810186,3503.1129353848455,626.4314063033839,38.37877552682871,-1171.7767770835474
45,8,-15,324.0,75.02157895189656,-6.651177211072206,3542.963220514708,640.3624431635681,12.057059142444736,-1184.7892347056693
45,8,-10,0.0,83.7353975806043,-4.5355943199178625,3793.599671154517,704.673052504857,28.415411915416747,-1266.6824023972297
45,8,-10,36.0,81.15040030417669,-1.9891394190411766,3859.6019055158577,691.2052115118306,47.479494042416476,-1288.2631190183877
45,8,-10,72.0,80.46783078106228,-6.502905216161384,3900.470195332895,685.7238115780971,20.156946185630908,-1301.6289948978067
45,8,-10,108.0,85.12783711842323,-6.432320827151782,3900.4701953328936,715.3303221773166,18.39493674806975,-1301.628994897807
45,8,-10,144.0,82.92124232205411,-1.9623167512486637,3859.6019055158613,702.4559371925234,46.809915479310675,-1288.2631190183909
45,8,-10,180.0,78.06117243180091,-4.62154092302819,3793.599671154517,668.6228854346087,30.56091077100893,-1266.6824023972313
45,8,-10,216.0,80.56221419126665,-7.107021622156922,3727.807262912383,681.4345993340561,11.851162366488278,-1245.1765927934741
45,8,-10,252.0,81.0814616906705,-2.706777609610685,3687.2785523619127,685.5793855764167,38.41354019448359,-1231.9319347926591
45,8,-10,288.0,76.58241970957589,-2.774923896624673,3687.278552361905,656.995533011313,40.1146869005078,-1231.931934792656
45,8,-10,324.0,78.82940956481606,-7.1332681435132,3727.8072629123835,670.4255373660408,12.506358493703978,-1245.1765927934741
45,8,-5,0.0,86.96638897449789,-4.872708951785353,3981.0801031374917,729.5113975344289,29.29706827740013,-1327.9994744273022
45,8,-5,36.0,84.09972345244103,-2.269392203465369,4047.326377582058,713.829844799612,48.623627643706925,-1349.6782813376576
45,8,-5,72.0,83.27290012081258,-6.849203914636462,4088.2545440635695,707.1161859202145,20.800112383058842,-1363.0751155020125
45,8,-5,108.0,87.99952811082733,-6.777610417846917,4088.254544063567,737.1459651853194,19.012912425956806,-1363.0751155020123
45,8,-5,144.0,85.90190849958147,-2.2420947876971575,4047.326377582066,725.2797027691703,47.942197870684645,-1349.678281337661
45,8,-5,180.0,81.16018754495394,-4.960654579030171,3981.0801031374867,692.6227429447009,31.492469093506923,-1327.9994744273013
45,8,-5,216.0,83.94351133872307,-7.530558927455359,3914.8609338695014,707.6278943416531,12.331202173932738,-1306.336034940032
45,8,-5,252.0,84.6215470079157,-3.0044123062947103,3873.9767659473605,713.1076177768599,39.7451384505072,-1292.9641034340082
45,8,-5,288.0,79.97664276336043,-3.074767946257736,3873.9767659473496,683.5970556031132,41.50143758899895,-1292.9641034340034
45,8,-5,324.0,82.16063838133661,-7.557563826009228,3914.8609338694987,696.3007322546172,13.005329792918324,-1306.3360349400327
45,8,0,0.0,89.56500720909509,-5.179611925936221,4168.780351320662,749.0382110282845,29.97693176741591,-1389.4406042443502
45,8,0,36.0,86.44932071781578,-2.557410854776714,4234.758412180448,731.3025626383549,49.27083825644587,-1411.050216200736
45,8,0,72.0,85.48394345933121,-7.1329455989601565,4275.431696795578,723.4084586212168,21.366292864977904,-1424.3751210905664
45,8,0,108.0,90.20548591124347,-7.061429132022987,4275.431696795577,753.4059278363284,19.5810158164466,-1424.3751210905662
45,8,0,144.0,88.2555571108254,-2.53005207390527,4234.758412180455,742.778160103904,48.58787661647421,-1411.0502162007392
45,8,0,180.0,83.71436356793478,-5.268230712427676,4168.780351320668,711.8672008548892,32.18913676587819,-1389.4406042443504
45,8,0,216.0,86.74799276320661,-7.885484156459869,4102.649886509212,728.9110303209394,12.865791230110109,-1367.7876746844024
45,8,0,252.0,87.58062596356575,-3.301945637654873,4061.7302109235743,735.6859791147041,40.72271308635697,-1354.3927383664798
45,8,0,288.0,82.85908351165443,-3.3734621045891497,4061.7302109235657,705.6885098996081,42.507990134933344,-1354.3927383664752
45,8,0,324.0,84.94175637020221,-7.912842937328803,4102.64988650921,717.4354328554587,13.548752870138875,-1367.787674684401
45,8,5,0.0,91.45980291179652,-5.447430863805478,4355.257981595888,762.7234827868508,30.437038780567143,-1450.534230750181
45,8,5,36.0,88.13001380403382,-2.8445775060337546,4420.467431404533,743.1111232090291,49.40225466406938,-1471.9106788125391
45,8,5,72.0,87.03271834864549,-7.345444947965581,4460.57909153861,734.096651881511,21.83790387198709,-1485.0630412998637
45,8,5,108.0,91.6776225932018,-7.275089307998492,4460.579091538606,763.6072140552734,20.08160473354753,-1485.063041299862
45,8,5,144.0,89.91288676142669,-2.817572607475303,4420.4674314045415,754.4382852961401,48.72812704516541,-1471.9106788125412
45,8,5,180.0,85.65360148225284,-5.535376491049573,4355.257981595878,725.8348281971212,32.63243959668337,-1450.534230750179
45,8,5,216.0,88.90324223185819,-8.161784648892425,4289.721249424274,744.7452164247895,13.443277221868652,-1429.05709624107
45,8,5,252.0,89.8848474958685,-3.591305481265106,4249.080295254771,752.7638301967787,41.322322371452245,-1415.741896108737
45,8,5,288.0,85.1582195058546,-3.66289897805187,4249.080295254765,722.7340509316876,43.1095223285971,-1415.7418961087321
45,8,5,324.0,87.10105718472413,-8.189082064657955,4289.721249424268,733.2953584553048,14.124706994950166,-1429.0570962410688
45,8,10,0.0,92.58569534649487,-5.667575509484907,4539.107708481456,770.0880906054313,30.66071549486064,-1510.8193515588569
45,8,10,36.0,89.07793918605365,-3.1213951806455977,4603.063761571409,748.7888429042968,49.00929294076178,-1531.8032160055775
45,8,10,72.0,87.8561069925113,-7.479276999172983,4642.317319774479,738.7206176664715,22.19485436224867,-1544.6854388906092
