Time_s,Current_A,Voltage_V,RotorSpeed_rads,AeroTorque_Nm,MotorTorque_Nm,SpeedError_rads
49.0,164.59898234155546,397.0509155362983,44.78860065830908,-1395.8522698452089,1428.933370495318,0.211399341690921
50.0,163.87713451825599,397.8931485728678,44.88979412923907,-1384.9807336829658,1422.6853944274278,0.1102058707609288
51.0,162.54349508912887,398.75586351629715,44.996868926185456,-1371.5914743033145,1411.1246558599953,0.0031310738145435835
52.0,160.7067070985529,399.5765085547373,45.10199210750006,-1358.7640794770978,1395.1924879307876,-0.1019921075000596
53.0,158.6080843415802,400.25525886649837,45.19227106760837,-1348.8989308996536,1376.9799275769524,-0.19227106760836676
54.0,156.55149643299865,400.6953416365735,45.25480653759872,-1342.2055636474252,1359.1231507932844,-0.25480653759871785
55.0,154.7741688253221,400.8583891650431,45.283814768313,-1338.6507519861675,1343.6837471586887,-0.28381476831300034
56.0,153.43870630126673,400.75355641355355,45.27941627713128,-1338.9815272173116,1332.0758202667962,-0.2794162771312827
57.0,152.67823451930457,400.4044025425736,45.24355914317101,-1344.0977352079651,1325.456095597164,-0.24355914317101224
58.0,152.6068626456169,399.83881541409636,45.178799154737796,-1353.9828534514827,1324.8157659814299,-0.17879915473779562
59.0,153.28045288954038,399.1030478855351,45.0901441717879,-1368.906833085859,1330.6414910667263,-0.09014417178789813
60.0,154.72617367210125,398.2459916455328,44.98307042402785,-1383.858351223065,1343.1699660747918,0.01692957597214928
