time,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,roll_rad,pitch_rad,yaw_rad,roll_deg,pitch_deg,yaw_deg,force_x,force_y,force_z,moment_x,moment_y,moment_z
1.1,323.7768334302686,134.6995609770571,51.43735958538919,-2.573960729329671,-0.40736470766614297,2.2060928402752578,0.20547434224226152,-0.2574511676804816,-0.04377944314841544,11.772812608708234,-14.75086533880646,-2.5083773218371337,-0.21289961347940695,0.5119020988771659,0.6483396945501505,-0.016211279280669306,0.37248695712723257,-0.08623959179532834
1.11,323.74515720484317,134.69268394019454,51.44764240893215,-2.769365834525846,-0.4425849722817082,1.9232433411166305,0.20597014130477154,-0.17087526175796874,-0.03726670866796095,11.8012198024766,-9.790431321924805,-2.1352251230177646,-0.21289961347940695,0.5119020988771659,0.6483396945501505,-0.016211279280669306,0.37248695712723257,-0.08623959179532834
1.12,323.71331829965874,134.68586820332808,51.457096041559495,-2.9495643455565816,-0.48252901778205964,1.6008276424093129,0.20752969107012945,-0.07602823543983414,-0.03007104475257678,11.890575421972226,-4.356097014529448,-1.7229439498716703,-0.21289961347940695,0.5119020988771659,0.6483396945501505,-0.016211279280669306,0.37248695712723257,-0.08623959179532834
1.1300000000000001,323.68130218980514,134.67911597512975,51.46573201062876,-3.1050815881279026,-0.5274423969385339,1.2378655923193662,0.2105177990648355,0.027071003059123896,-0.022048370838445547,12.061781398798184,1.5510542224735397,-1.26327859418225,-0.21289961347940695,0.5119020988771659,0.6483396945501505,-0.016211279280669306,0.37248695712723257,-0.08623959179532834
1.1400000000000001,323.6490930937266,134.67243098273588,51.47356132957843,-3.225406340748308,-0.577608140130944,0.8350180002112673,0.2153766725369479,0.1383936629046137,-0.01295493690061151,12.3401743419383,7.929372795790586,-0.7422632082633311,-0.21289961347940695,0.5119020988771659,0.6483396945501505,-0.016211279280669306,0.37248695712723257,-0.08623959179532834
1.1500000000000001,323.61667387990764,134.6658189448441,51.48059423306308,-3.299192329099179,-0.6333531006208728,0.39503903226257236,0.22267667720072934,0.25789710335022376,-0.002404387912756309,12.758433799598794,14.776415570617024,-0.1377612797132057,-0.21289961347940695,0.5119020988771659,0.6483396945501505,-0.016211279280669306,0.37248695712723257,-0.08623959179532834
1.16,323.58402591059274,134.6592880963948,51.486839934736366,-3.3145928169821937,-0.6950458449709016,-0.07676225280694504,0.23320183256140226,0.38551841372854123,0.01020815268659934,13.361480780484845,22.088578031223747,0.5848840655672747,-0.21289961347940695,0.5119020988771659,0.6483396945501505,-0.016211279280669306,0.37248695712723257,-0.08623959179532834
1.17,323.5511288049238,134.65284976109484,51.492306434976065,-3.259750762987481,-0.7630789931414624,-0.5720829401711267,0.24810223087966993,0.5211633371989883,0.025847032825912296,14.215210717185412,29.86045965845541,1.480925893860872,-0.21289961347940695,0.5119020988771659,0.6483396945501505,-0.016211279280669306,0.37248695712723257,-0.08623959179532834
1.18,323.51796010030927,134.64651896943977,51.497000423997456,-3.1234617583110085,-0.8378266123245731,-1.0792531812544024,0.26918613752667625,0.6646858207172218,0.046113731049025705,15.423229583706698,38.08369222928611,2.642122166710555,-0.21289961347940695,0.5119020988771659,0.6483396945501505,-0.016211279280669306,0.37248695712723257,-0.08623959179532834
1.19,323.48449478646467,134.64031512107417,51.500927349195926,-2.896017494248046,-0.9195646416774385,-1.5829847158247845,0.29953171578093274,0.8158471527897655,0.07383845082393543,17.161903144559563,46.74459858261839,4.230631597995776,-0.21289961347940695,0.5119020988771659,0.6483396945501505,-0.016211279280669306,0.37248695712723257,-0.08623959179532834
1.2,323.4507046810138,134.63426267954532,51.50409172101979,-2.570222806125657,-1.0083387736036304,-2.0643092993396452,0.34492055242631936,0.9742259305638283,0.11448156373587193,19.762491921348946,55.81903411351256,6.5593104341233985,-0.21289961347940695,0.5119020988771659,0.6483396945501505,-0.016211279280669306,0.37248695712723257,-0.08623959179532834
1.21,323.4165576077232,134.62839180286693,51.506497557230304,-2.1425583162637283,-1.1037570740807567,-2.500788422562953,0.41774403686439,1.138992885065715,0.17998044803722404,23.93497022908702,65.25948520969472,10.312120067406559,-0.21289961347940695,0.5119020988771659,0.6483396945501505,-0.016211279280669306,0.37248695712723257,-0.08623959179532834
1.22,323.3820163254291,134.62273833248773,51.50814741773717,-1.6144316217831634,-1.2046629289259077,-2.8670956143218116,0.5502541380546361,1.308241054943234,0.3018691269965771,31.52723977013959,74.95669103398976,17.295826942202527,-0.21289961347940695,0.5119020988771659,0.6483396945501505,-0.016211279280669306,0.37248695712723257,-0.08623959179532834
