Time_s,RotorSpeed_rad_s,Qaero_Nm,Predicted_WindZ
16.66,45.19239781854626,-1480.1908728519302,0.9336094770566241
16.67,45.19152209733398,-1480.1908489561213,0.9342392627450984
16.68,45.1906473866725,-1480.1908252054748,0.934868333208815
16.69,45.18977369467125,-1480.1908015996896,0.935496682574378
16.7,45.18890102939067,-1480.190778138509,0.9361243050038546
16.71,45.18802939884232,-1480.1907548216525,0.9367511946938301
16.72,45.18715881098896,-1480.1907316488682,0.9373773458760084
16.73,45.18628927374468,-1480.190708619804,0.9380027528156809
16.740000000000002,45.18542079497495,-1480.1906857342638,0.9386274098145257
16.75,45.18455338249673,-1480.1906629919436,0.9392513112076166
16.76,45.1836870440786,-1480.1906403924436,0.9398744513634298
16.77,45.182821787440815,-1480.190617935529,0.9404968246867682
16.78,45.1819576202554,-1480.190595620924,0.94111842561637
16.79,45.18109455014629,-1480.1905734483296,0.9417392486249945
16.8,45.18023258468935,-1480.190551417497,0.9423592882202811
16.81,45.179371731412566,-1480.1905295281992,0.9429785389442529
16.82,45.17851199779607,-1480.1905077800438,0.943596995371216
16.830000000000002,45.17765339127226,-1480.190486172695,0.944214652110162
16.84,45.17679591922592,-1480.190464705946,0.9448315038055348
16.85,45.17593958899428,-1480.190443379499,0.9454475451346767
16.86,45.17508440786713,-1480.190422192972,0.9460627708078313
16.87,45.17423038308695,-1480.190401146095,0.9466771755702936
16.88,45.17337752184895,-1480.1903802386644,0.9472907542018412
16.89,45.1725258313012,-1480.1903594703804,0.9479035015148121
16.9,45.17167531854474,-1480.190338840824,0.9485154123537853
16.91,45.17082599063367,-1480.1903183497857,0.9491264815992153
16.92,45.16997785457524,-1480.1902979969643,0.9497367041640175
16.93,45.16913091732994,-1480.1902777820972,0.9503460749948545
16.94,45.168285185811655,-1480.1902577047977,0.950954589070367
16.95,45.1674406668877,-1480.1902377647727,0.9515622414034759
16.96,45.16659736737896,-1480.1902179617894,0.9521690270409522
16.97,45.16575529405996,-1480.190198295449,0.9527749410608166
16.98,45.16491445365903,-1480.1901787655115,0.9533799785758994
16.990000000000002,45.16407485285831,-1491.2010621001366,1.077608665383515
17.0,45.16249549740371,-1501.841897946436,1.1981123733073318
17.01,45.160942297876296,-1502.6691918667268,1.2085141979077783
17.02,45.15939278925607,-1501.885269408006,1.200848020550481
17.03,45.15784763423032,-1502.4146849423016,1.207904638102054
17.04,45.15630681693305,-1502.0615252135683,1.205061835922809
17.05,45.15477034132576,-1502.296955217544,1.208815962998667
17.06,45.15323821070995,-1502.139986400153,1.2081667280065034
17.07,45.15171042832851,-1502.2446173452784,1.2104479631785026
17.080000000000002,45.1501869973483,-1502.1748488133644,1.2107702860805816
17.09,45.14866792086098,-1502.2213469681717,1.212393385620981
17.1,45.14715320188326,-1502.190334365634,1.2131440629612058
17.11,45.14564284335718,-1502.2109959670834,1.2144711593874113
17.12,45.14413684815037,-1502.1972084636525,1.21540874627987
17.13,45.14263521905636,-1502.206387393184,1.2166007925207367
17.14,45.141137958794815,-1502.2002557290218,1.2176179682624166
17.150000000000002,45.139645070011845,-1502.2043314876162,1.2187464986958432
17.16,45.13815655528026,-1502.2016026566746,1.219795557470107
17.17,45.13667241709986,-1502.2034105763437,1.2208923626107087
17.18,45.13519265789769,-1502.2021943517923,1.221952096047687
17.19,45.13371728002834,-1502.2029945781944,1.2230313015832905
17.2,45.13224628577421,-1502.2024508574516,1.224092278944802
17.21,45.13077967734576,-1502.2028034536268,1.2251601592687003
17.22,45.12931745688184,-1502.2025588559875,1.226218184884548
17.23,45.12785962644991,-1502.2027127369531,1.227277524936369
17.240000000000002,45.126406188046346,-1502.2026013135858,1.2283307302107147
17.25,45.124957143596696,-1502.2026671065182,1.229382764197517
17.26,45.123512494955975,-1502.202615100647,1.2304303150859006
17.27,45.12207224390892,-1502.2026419712492,1.2314755881842139
17.28,45.12063639217028,-1502.202616600092,1.232517110696925
17.29,45.11920494138506,-1502.2026263980906,1.2335558620587328
17.3,45.11777789312885,-1502.202613089968,1.2345911869192037
17.31,45.11635524890804,-1502.202615524489,1.2356235199012175
17.32,45.114937010160105,-1502.2026078011204,1.236652569042377
17.330000000000002,45.11352317825392,-1502.202607185598,1.2376785268698782
17.34,45.11211375448998,-1502.2026021660745,1.2387012629914231
17.35,45.11070874010071,-1502.2026004157467,1.2397208623842317
17.36,45.10930813625071,-1502.2025968177743,1.2407372665247927
17.37,45.10791194403705,-1502.2025947820744,1.241750512643307
17.38,45.10652016448952,-1502.202592034016,1.2427605742144472
17.39,45.10513279857092,-1502.2025900886167,1.2437674672995698
17.400000000000002,45.10374984717733,-1502.202587934533,1.244771179650936
17.41,45.10237131113838,-1502.2025862447265,1.2457717179764956
17.42,45.10099719121749,-1502.2025845692554,1.2467690764277073
17.43,45.09962748811219,-1502.202583206734,1.247763257607847
17.44,45.09826220245437,-1502.2025819566911,1.2487542585656755
17.45,45.09690133481055,-1502.2025809514073,1.2497420801337995
17.46,45.09554488568213,-1502.2025801013383,1.2507267207024633
17.47,45.09419285550571,-1502.2025794648246,1.2517081803699917
17.48,45.09284524465331,-1502.202579001715,1.252686458176541
17.490000000000002,45.09150205343266,-1502.2025787375655,1.2536615539474347
17.5,45.090163282087474,-1502.2025786538934,1.2546334670607706
17.51,45.08882893079771,-1502.20257876159,1.255602197271486
17.52,45.087498999679845,-1502.2025790522446,1.2565677441646663
17.53,45.08617348878713,-1502.2025795301006,1.2575301075141674
17.54,45.084852398109895,-1502.202580190872,1.2584892870445046
17.55,45.08353572757576,-1502.2025810361922,1.2594452825929991
17.56,45.082223477049965,-1502.2025820636118,1.260398093997182
17.57,45.08091564633558,-1502.2025832734364,1.2613477211714752
17.580000000000002,45.07961223517382,-1502.2025846642082,1.2622941640562004
17.59,45.078313243244274,-1502.2025862355326,1.2632374226491514
17.6,45.0770186701652,-1502.202587986322,1.2641774969856918
17.61,45.075728515493786,-1502.2025899160528,1.2651143871526642
17.62,45.07444277872639,-1502.2025920238004,1.2660480932773943
17.63,45.07316145929885,-1502.2025943088006,1.2669786155337839
17.64,45.07188455658672,-1502.2025967702689,1.2679059541401045
17.650000000000002,45.07061206990552,-1502.2025994074231,1.2688301093590368
17.66,45.069343998511066,-1502.202602219365,1.2697510814961888
17.67,45.06808034159966,-1502.202605205378,1.2706688709032612
17.68,45.0668210983084,-1502.2026083648043,1.271583477976396
17.69,45.06556626771543,-1502.2026116967988,1.2724949031533548
17.7,45.06431584884019,-1502.2026152004678,1.2734031469147844
17.71,45.06306984064372,-1502.202618875101,1.2743082097866534
17.72,45.06182824202889,-1502.2026227199503,1.275210092337634
17.73,45.06059105184066,-1502.2026267342396,1.2761087951789776
17.740000000000002,45.05935826886637,-1502.2026309170917,1.277004318963506
17.75,45.05812989183598,-1502.2026352678342,1.2778966643888765
17.76,45.05690591942234,-1502.2026397856378,1.2787858321933534
17.77,45.05568635024146,-1502.202644469705,1.279671823157674
17.78,45.05447118285274,-1502.202649319415,1.2805546381065867
17.79,45.05326041575928,-1502.2026543339002,1.281434277903788
17.8,45.052054047408106,-1502.2026595123402,1.2823107434551666
17.81,45.05085207619043,-1502.202664854006,1.2831840357090307
17.82,45.04965450044194,-1502.2026703579809,1.2840541556527825
17.830000000000002,45.04846131844303,-1502.2026760236542,1.2849211043183573
17.84,45.04727252841907,-1502.2026818503482,1.2857848827777332
17.85,45.04608812854067,-1502.2026878371785,1.2866454921413037
17.86,45.04490811692392,-1502.2026939833136,1.2875029335604964
17.87,45.04373249163069,-1502.2027002880488,1.2883572082284935
17.88,45.04256125066885,-1502.2027067506149,1.2892083173778595
17.89,45.041394391992526,-1502.202713370237,1.290056262281034
17.900000000000002,45.0402319135024,-1502.2027201462613,1.2909010442515623
17.91,45.0390738130459,-1502.2027270778,1.291742664639937
17.92,45.03792008841755,-1502.202734164083,1.29258112483733
17.93,45.03677073735913,-1502.2027414044535,1.2934164262754315
17.94,45.035625757559984,-1502.2027487981134,1.2942485704233064
17.95,45.03448514665728,-1502.2027563442002,1.295077558788151
17.96,45.033348902236256,-1502.2027640421109,1.2959033929187243
17.97,45.03221702183045,-1502.2027718910697,1.2967260744003255
17.98,45.03108950292199,-1502.2027798902373,1.2975456048557845
17.990000000000002,45.029966342941854,-1517.4008881846237,1.4691231613886693
18.0,45.02782475249087,-1532.088228256797,1.6355059642494894
18.01,45.02572188886455,-1533.2301581947645,1.6498555086418847
18.02,45.02362673234953,-1532.1481625453994,1.6392588643561758
18.03,45.021540185897024,-1532.8789376012962,1.648986421399563
18.04,45.01946221587958,-1532.391513931269,1.645044823415045
18.05,45.01739281605031,-1532.7165073245965,1.6502091594985195
18.06,45.01533197926472,-1532.4998814539142,1.6492921228673154
18.07,45.01327969831078,-1532.6443357814244,1.652419133603452
18.08,45.01123596588506,-1532.5480704116258,1.6528396297164036
18.09,45.009200774593936,-1532.612285279787,1.6550541880273784
18.1,45.00717411695409,-1532.569513759747,1.656062304653375
18.11,45.00515598539296,-1532.59806693326,1.657864408803242
18.12,45.00314637224925,-1532.5790707433214,1.659126832905283
18.13,45.0011452697734,-1532.5917745588893,1.66073873443883
18.14,44.9991526701281,-1532.5833454650306,1.6621073253116805
18.15,44.997168565388726,-1532.5890054026722,1.6636278225915646
18.16,44.99519294754388,-1532.5852730754457,1.665036745896657
18.17,44.99322580849583,-1532.58780267843,1.6665097648073761
18.18,44.99126714006103,-1532.5861580792566,1.6679297702794962
18.19,44.98931693397055,-1532.5872966972258,1.6693748471583483
18.2,44.98737518187062,-1532.586580250349,1.6707929458079924
18.21,44.985441875323055,-1532.5871009241748,1.6722187765608396
18.22,44.98351700580577,-1532.5867972594006,1.6736292075331995
18.23,44.98160056471324,-1532.587043559938,1.6750396699858392
18.24,44.979692543356975,-1532.586923620696,1.6764398854877491
18.25,44.97779293296602,-1532.5870482427474,1.6778367161983923
18.26,44.97590172468739,-1532.587010223151,1.67922559686901
18.27,44.97401890958659,-1532.5870810280876,1.6806095809293105
18.28,44.97214447864806,-1532.5870796777594,1.681986642596062
18.29,44.97027842277566,-1532.587126823098,1.6833581424672026
18.3,44.96842073279312,-1532.587142027801,1.6847231835683871
18.31,44.96657139944456,-1532.5871789138512,1.6860823741375661
18.32,44.96473041339488,-1532.5872017308836,1.6874353190004427
18.33,44.962897765230345,-1532.58723431002,1.6887822920519824
18.34,44.961073445458936,-1532.5872607616236,1.690123121228627
18.35,44.95925744451089,-1532.5872916764752,1.6914579318845533
18.36,44.95744975273914,-1532.5873199916875,1.692786651188321
18.37,44.9556503604198,-1532.587350413684,1.6941093385399384
18.38,44.9538592577526,-1532.5873798026464,1.695425965281359
18.39,44.95207643486136,-1532.587410249341,1.6967365615586942
18.4,44.950301881794495,-1532.587440357613,1.6980411184141282
18.41,44.94853558852541,-1532.5874710559706,1.6993396530588498
18.42,44.946777544953015,-1532.5875017231965,1.7006321653555716
18.43,44.94502774090215,-1532.587532771186,1.7019186668297728
18.44,44.94328616612407,-1532.587563923037,1.7031991613272908
18.45,44.94155281029688,-1532.5875953611494,1.704473657911059
18.46,44.93982766302603,-1532.5876269616751,1.7057421622606483
18.47,44.93811071384472,-1532.587658804803,1.7070046824046194
18.48,44.93640195221441,-1532.5876908348637,1.708261224901623
18.49,44.93470136752523,-1532.587723086847,1.7095117973849163
18.5,44.93300894909645,-1532.5877555350753,1.710756406861897
18.51,44.93132468617697,-1532.587788194405,1.7119950608507395
18.52,44.9296485679457,-1532.5878210528465,1.7132277666230777
18.53,44.92798058351206,-1532.5878541161455,1.714454531704547
18.54,44.92632072191643,-1532.5878873782185,1.7156753635422177
18.55,44.92466897213059,-1532.587920840831,1.7168902697254325
18.56,44.92302532305816,-1532.587954500634,1.718099257839775
18.57,44.92138976353506,-1532.5879883576993,1.7193023355626558
18.58,44.91976228232996,-1532.588022409742,1.72049951059806
18.59,44.91814286814469,-1532.5880566562123,1.7216907907221923
18.6,44.91653150961475,-1532.588091095207,1.7228761837484043
18.61,44.9149281953097,-1532.5881257257188,1.7240556975522239
18.62,44.91333291373361,-1532.5881605463808,1.7252293400568206
18.63,44.91174565332553,-1532.5881955558616,1.7263971192371734
18.64,44.91016640245991,-1532.588230752787,1.727559043118866
18.65,44.908595149447024,-1532.5882661360374,1.7287151197810253
18.66,44.907031882533445,-1532.5883017042236,1.7298653573502065
18.67,44.90547658990246,-1532.5883374561515,1.7310097640052184
18.68,44.90392925967451,-1532.588373390344,1.732148347971453
18.69,44.902389879907645,-1532.5884095055685,1.7332811175264489
18.7,44.90085843859792,-1532.5884458006376,1.734408080997376
18.71,44.89933492367985,-1532.588482274297,1.7355292467594232
18.72,44.89781932302687,-1532.5885189251296,1.7366446232343975
18.73,44.89631162445173,-1532.588555751906,1.7377542188943131
18.74,44.89481181570694,-1532.588592753303,1.7388580422579594
18.75,44.89331988448519,-1532.5886299281174,1.7399561018929468
18.76,44.89183581841979,-1532.588667275208,1.7410484064147376
18.77,44.89035960508511,-1532.5887047931765,1.7421349644827089
18.78,44.88889123199698,-1532.5887424806483,1.743215784803045
18.79,44.887430686613136,-1532.5887803365977,1.744290876132041
18.8,44.88597795633363,-1532.5888183596433,1.7453602472678433
18.81,44.88453302850129,-1532.5888565485398,1.746423907055675
18.82,44.88309589040208,-1532.5888949021194,1.7474818643868915
18.83,44.88166652926557,-1532.5889334190488,1.748534128195864
18.84,44.88024493226538,-1532.588972098065,1.7495807074623642
18.85,44.87883108651952,-1532.5890109379986,1.7506216112114856
18.86,44.87742497909088,-1532.5890499375182,1.7516568485104784
18.87,44.87602659698764,-1532.5890890954984,1.7526864284725114
18.88,44.87463592716362,-1532.5891284107083,1.7537103602529562
18.89,44.87325295651881,-1532.5891678818762,1.7547286530496606
18.9,44.87187767189968,-1532.589207507842,1.755741316104512
18.91,44.87051006009965,-1532.5892472872613,1.7567483586996495
18.92,44.86915010785951,-1532.589287218961,1.7577497901612276
18.93,44.86779780186778,-1532.5893273017828,1.7587456198573364
18.94,44.86645312876118,-1532.589367534562,1.759735857197441
18.95,44.865116075125,-1532.589407915999,1.760720511630634
18.96,44.863786627493525,-1532.589448444783,1.7616995926466856
18.97,44.862464772350464,-1532.589489119897,1.7626731097792003
18.98,44.861150496129305,-1532.5895299400606,1.7636410725990466
18.99,44.859843785213776,-1547.9576312425654,1.9374362640193397
19.0,44.85751040134529,-1562.80925239953,2.105979494942652
19.01,44.855219312984026,-1563.96398523618,2.12064443291014
19.02,44.85293914251174,-1562.869922340699,2.1100584769400363
19.03,44.8506707919681,-1563.6089023370878,2.1200407172086138
19.04,44.84841421634307,-1563.116060494645,2.116185674848076
19.05,44.84616939831622,-1563.444720957,2.1215446548219923
19.06,44.84393631966243,-1563.2257052226369,2.120746115905728
19.07,44.841714962091416,-1563.3718076317596,2.124038357984631
19.08,44.83950530722374,-1563.274498366539,2.124588884816969
19.09,44.837307336592175,-1563.3394639765313,2.1269529275180297
19.1,44.83512103164233,-1563.296246758758,2.1280935474067384
19.11,44.83294637373327,-1563.3251518454135,2.130035484638782
19.12,44.83078334413814,-1563.3059758119848,2.131428872530549
19.13,44.82863192404484,-1563.3188542716623,2.133173684603232
19.14,44.8264920945566,-1563.310363479113,2.1346699331740524
19.15,44.824363836692655,-1563.3161192614998,2.1363176497686496
19.16,44.82224713138884,-1563.3123777309786,2.1378501567316803
19.17,44.82014195949824,-1563.314968143098,2.1394452690795163
19.18,44.81804830179177,-1563.3133376577937,2.1409844603843524
19.19,44.81596613895886,-1563.3145214985464,2.1425467739842468
19.2,44.81389545160805,-1563.313829513433,2.144079534392997
19.21,44.81183622026756,-1563.3143884674407,2.145617882606711
19.22,44.809788425386,-1563.3141138473202,2.147138412874675
19.23,44.80775204733291,-1563.3143953256335,2.148656752404488
19.24,44.80572706639942,-1563.3143064510946,2.1501625054281632
19.25,44.80371346279884,-1563.3144648547254,2.1516626256724294
19.26,44.80171121666728,-1563.3144587794902,2.153152500154736
19.27,44.79972030806426,-1563.3145627272038,2.154635227465544
19.28,44.79774071697332,-1563.3145936936692,2.1561087650370006
19.29,44.795772423302616,-1563.3146736785277,2.157574497986694
19.3,44.79381540688557,-1563.3147213457855,2.159031526322007
19.31,44.79186964748138,-1563.3147909165664,2.1604804736244425
19.32,44.78993512477576,-1563.3148462404258,2.1619209478196098
19.33,44.7880118183814,-1563.3149114146584,2.1633532340676354
19.34,44.786099707838666,-1563.3149703714955,2.1647771661237805
19.35,44.78419877261615,-1563.3150338198404,2.166192878792746
19.36,44.78230899211129,-1563.315094617516,2.167600306272373
19.37,44.78043034565094,-1563.3151575230618,2.168999516603307
19.38,44.778562812492,-1563.3152193611525,2.1703904886924015
19.39,44.776706371821966,-1563.3152822457678,2.171773260970159
19.4,44.77486100275956,-1563.315344764604,2.1731478322795006
19.41,44.773026684355294,-1563.315407856361,2.1745142279542904
19.42,44.77120339559206,-1563.3154708924835,2.1758724557637983
19.43,44.76939111538573,-1563.3155342890193,2.177222535279874
19.44,44.76758982258573,-1563.315597765646,2.1785644783002667
19.45,44.765799495975614,-1563.3156615064795,2.1798983019012788
19.46,44.76402011427367,-1563.3157253858349,2.1812240197308412
19.47,44.762251656133486,-1563.3157894846815,2.182541647815846
19.48,44.76049410014451,-1563.3158537462923,2.1838512006892117
19.49,44.75874742483267,-1563.315918205675,2.185152693969602
19.5,44.757011608660896,-1563.3159828366468,2.1864461426411523
19.51,44.755286630029744,-1563.316047653733,2.18773156219903
19.52,44.75357246727794,-1563.3161126443629,2.1890089678863554
19.53,44.75186909868296,-1563.3161778142182,2.190278375203871
19.54,44.75017650246159,-1563.3162431568471,2.191539799567657
19.55,44.74849465677048,-1563.316308673731,2.192793256534447
19.56,44.74682353970677,-1563.3163743609712,2.194038761651388
19.57,44.745163129308594,-1563.3164402184211,2.195276330558329
19.58,44.743513403555646,-1563.3165062434823,2.196505978917614
19.59,44.741874340369776,-1563.316572435119,2.1977277224587652
19.6,44.740245917615525,-1563.3166387911538,2.1989415769476537
19.61,44.738628113100695,-1563.3167053103334,2.20014755820927
19.62,44.73702090457689,-1563.3167719908486,2.2013456821106665
19.63,44.73542426974008,-1563.316838831154,2.2025359645696625
19.64,44.73383818623116,-1563.3169058295823,2.2037184215501817
19.65,44.732262631636495,-1563.316972984597,2.204893069064582
19.66,44.730697583488464,-1563.3170402944645,2.2060599231695264
19.67,44.729143019266026,-1563.317107757591,2.2072189999693883
19.68,44.72759891639525,-1563.317175372276,2.20837031561301
19.69,44.72606525224988,-1563.3172431370278,2.2095138862968184
19.7,44.72454200415185,-1563.3173110502853,2.2106497282612736
19.71,44.72302914937185,-1563.3173791103975,2.2117778577902207
19.72,44.72152666512985,-1563.3174473157385,2.212898291211733
19.73,44.72003452859567,-1563.3175156648117,2.21401104489885
19.74,44.71855271688947,-1563.3175841559798,2.2151161352661433
19.75,44.71708120708233,-1563.3176527876108,2.2162135787709225
19.76,44.71561997619676,-1563.317721558265,2.2173033919149
19.77,44.71416900120724,-1563.3177904663105,2.2183855912394215
19.78,44.712728259040745,-1563.3178595101365,2.21946019332751
19.79,44.711297726577286,-1563.3179286881978,2.2205272148038873
19.8,44.70987738065043,-1563.31799799895,2.221586672333853
19.81,44.70846719804784,-1563.318067440884,2.2226385826232296
19.82,44.70706715551175,-1563.3181370124075,2.223682962416646
19.83,44.70567722973958,-1563.3182067119862,2.2247198284986602
19.84,44.70429739738436,-1563.3182765381905,2.225749197693901
19.85,44.70292763505531,-1563.31834648939,2.2267710868632165
19.86,44.70156791931835,-1563.3184165640382,2.2277855129064683
19.87,44.7002182266966,-1563.3184867607083,2.228792492762505
19.88,44.6988785336709,-1563.3185570777812,2.2297920434052436
19.89,44.697548816680346,-1563.3186275137614,2.230784181846783
19.9,44.69622905212277,-1563.3186980672492,2.231768925136773
19.91,44.69491921635526,-1563.3187687366235,2.2327462903583424
19.92,44.693619285694695,-1563.3188395204295,2.2337162946320888
19.93,44.69232923641821,-1563.3189104173075,2.234678955114884
19.94,44.69104904476373,-1563.3189814256052,2.2356342889950973
19.95,44.68977868693048,-1563.319052543828,2.236582313497241
19.96,44.68851813907944,-1563.3191237705146,2.2375230458801987
19.97,44.68726737733393,-1563.3191951042072,2.238456503436474
19.98,44.68602637778002,-1563.319266543555,2.2393827034929394
19.99,44.684795116467086,-1574.6554346182086,2.367941770984917
20.0,44.682810683945696,-1585.610626258659,2.4926657707409063
20.01,44.68086158023972,-1586.4624447470012,2.5037074565343893
20.02,44.678924646056295,-1585.6554614741012,2.496088296956934
20.03,44.6770005328713,-1586.200604015623,2.5036635788472026
20.04,44.675089193579794,-1585.8371054507768,2.5010116272365543
20.05,44.673190601503,-1586.0795798675467,2.5051645816456762
20.06,44.67130472929618,-1585.918066390594,2.504764819850166
20.07,44.66943154956809,-1586.0258786663453,2.507384497973863
20.08,44.66757103486347,-1585.9541407395477,2.507975346463919
20.09,44.66572315766427,-1586.0021032494424,2.509903043208311
20.1,44.66388789039024,-1585.970265766396,2.510923749410466
20.11,44.662065205399664,-1585.9916285735355,2.5125334482528423
20.12,44.66025507498993,-1585.9775248123103,2.513734812714528
20.13,44.65845747139823,-1585.9870657185563,2.5151927858885763
20.14,44.65667236680221,-1585.9808437985591,2.5164640889778838
20.15,44.654899733320605,-1585.9851307115969,2.5178442855899448
20.16,44.653139543013886,-1585.9824120148064,2.519136359452986
20.17,44.65139176788492,-1585.98436400038,2.520471693124268
20.18,44.64965637987957,-1585.983202470466,2.521762728648053
20.19,44.64793335088741,-1585.984116887102,2.5230678738202954
20.2,44.64622265274229,-1585.9836476057585,2.5243482224949787
20.21,44.64452425722301,-1585.9841010529276,2.525629746904521
20.22,44.64283813605394,-1585.983939607907,2.526895165568945
20.23,44.64116426090568,-1585.9841883481051,2.528156033920734
20.24,44.63950260339565,-1585.9841638855255,2.5294046821885843
20.25,44.63785313508875,-1585.984321809059,2.5306462579313234
20.26,44.63621582749798,-1585.9843583895542,2.5318773636027636
20.27,44.63459065208506,-1585.9844761100765,2.5331002986702416
20.28,44.632977580261056,-1585.9845399789267,2.5343135645406
20.29,44.631376583387,-1585.9846399875146,2.5355181948230374
20.3,44.62978763277452,-1585.984716138562,2.5367135350116463
20.31,44.62821069968642,-1585.9848084271202,2.5379000561220124
20.32,44.62664575533736,-1585.9848901867886,2.539077478872642
20.33,44.62509277089442,-1585.9849791923248,2.5402460242722498
20.34,44.6235517174777,-1585.9850635908888,2.541405579862797
20.35,44.62202256616099,-1585.9851512812504,2.5425562555751355
20.36,44.62050528797233,-1585.9852369946566,2.5436980131495304
20.37,44.61899985389461,-1585.9853242406596,2.5448309131929
20.38,44.61750623486621,-1585.9854106764808,2.5459549504669
20.39,44.6160244017816,-1585.985497860967,2.5470701637007735
20.4,44.61455432549188,-1585.9855847520698,2.548176562381034
20.41,44.61309597680546,-1585.9856720416055,2.549274175556093
20.42,44.6116493264886,-1585.9857592654002,2.550363019297908
20.43,44.61021434526603,-1585.985846729983,2.5514431183954542
20.44,44.60879100382152,-1585.9859342280192,2.5525144918899763
20.45,44.60737927279851,-1585.986021894831,2.553577162719222
20.46,44.60597912280065,-1585.9861096374811,2.55463115128806
20.47,44.60459052439241,-1585.9861975150216,2.5556764797500016
20.48,44.60321344809967,-1585.9862854851503,2.556713169153692
20.49,44.60184786441031,-1585.9863735731894,2.557741241345436
20.5,44.60049374377476,-1585.9864617594042,2.558760717699716
20.51,44.59915105660659,-1585.9865500541546,2.5597716199650655
20.52,44.59781977328311,-1585.986638447613,2.560773969697294
20.53,44.59649986414592,-1585.9867269435265,2.56176778863928
20.54,44.59519129950149,-1585.986815536773,2.5627530984677094
20.55,44.59389404962172,-1585.9869042279067,2.5637299209564297
20.56,44.59260808474453,-1585.986993013696,2.5646982778694323
20.57,44.59133337507443,-1585.9870818936074,2.565658191033343
20.58,44.59006989078304,-1585.9871708651265,2.5666096822843443
20.59,44.588817602009705,-1585.987259927134,2.567552773505671
20.6,44.58757647886204,-1585.9873490777038,2.568487486602365
20.61,44.58634649141648,-1585.9874383153783,2.5694138435151785
20.62,44.58512760971883,-1585.987527638364,2.5703318662110597
20.63,44.58391980378486,-1585.987617045174,2.571241576689907
20.64,44.5827230436008,-1585.9877065340609,2.5721429969777674
20.65,44.58153729912395,-1585.9877961034383,2.5730361491310525
20.66,44.58036254028319,-1585.987885751745,2.573921055234642
20.67,44.579198736979535,-1585.9879754773117,2.5747977373998623
20.68,44.5780458590867,-1585.9880652785291,2.575666217765953
20.69,44.57690387645162,-1585.988155153925,2.5765265185004864
20.7,44.57577275889499,-1585.9882451018373,2.577378661795237
20.71,44.574652476211845,-1585.9883351206718,2.5782226698686124
20.72,44.57354299817205,-1585.9884252087554,2.579058564963578
20.73,44.57244429452085,-1585.9885153645969,2.57988636935017
20.74,44.57135633497943,-1585.9886055866918,2.5807061053227827
20.75,44.5702790892454,-1585.9886958734392,2.5815177951988453
20.76,44.56921252699338,-1585.9887862231694,2.582321461318706
20.77,44.56815661787549,-1585.9888766344347,2.583117126048414
20.78,44.567111331521865,-1585.9889671057178,2.583904811776044
20.79,44.56607663754123,-1585.9890576355165,2.5846845409121997
20.8,44.56505250552137,-1585.9891482222245,2.5854563358882103
20.81,44.5640389050297,-1585.9892388642495,2.586220219157063
20.82,44.56303580561373,-1585.9893295600991,2.586976213193932
20.83,44.56204317680163,-1585.9894203082763,2.5877243404945567
20.84,44.56106098810272,-1585.9895111073065,2.5884646235751205
20.85,44.56008920900797,-1585.9896019556486,2.5891970849708557
20.86,44.55912780899055,-1585.9896928518226,2.589921747236982
20.87,44.55817675750631,-1585.9897837944416,2.5906386329487248
20.88,44.55723602399428,-1585.9898747818966,2.5913477646972893
20.89,44.5563055778772,-1585.9899658126385,2.5920491650926465
20.9,44.55538538856203,-1585.990056885185,2.5927428567631274
20.91,44.55447542544041,-1585.9901479982584,2.5934288623566637
20.92,44.553575657889176,-1585.9902391502856,2.594107204534648
20.93,44.5526860552709,-1585.9903303397225,2.594777905975217
20.94,44.55180658693431,-1585.990421565273,2.5954409893752732
20.95,44.550937222214856,-1585.9905128254263,2.596096477444913
20.96,44.55007793043515,-1585.9906041186869,2.5967443929095353
20.97,44.549228680905486,-1585.9906954436935,2.597384758510838
20.98,44.54838944292431,-1585.9907867989737,2.598017597003608
20.99,44.54756018577872,-1591.767386142186,2.6637593724080055
21.0,44.54635213699999,-1597.3498521980546,2.7275706565530413
21.01,44.54516707219158,-1597.783966212623,2.733356239735169
21.02,44.543993171642285,-1597.3728085018354,2.7296115719332796
21.03,44.5428307488464,-1597.650650324743,2.733619877478162
21.04,44.54167976133255,-1597.46547801576,2.732403538695401
21.05,44.540540177046594,-1597.5890899009005,2.7346572450934126
21.06,44.53941196360398,-1597.5068425994684,2.734583188558826
21.07,44.53829508860564,-1597.5618349567244,2.736046743656207
21.08,44.537189519629294,-1597.52533431089,2.7364709730656855
21.09,44.536095224230245,-1597.5498291032318,2.737573915042482
21.1,44.53501216994199,-1597.5336603699857,2.7382102246026037
21.11,44.53394032427671,-1597.544600751058,2.739143522507611
21.12,44.53287965472586,-1597.5374684839376,2.739864756934214
21.13,44.53183012876072,-1597.5423847408376,2.740713343453571
21.14,44.53079171383291,-1597.5392687374392,2.7414630402158977
21.15,44.52976437737499,-1597.541507660667,2.742264718615413
21.16,44.52874808680093,-1597.5401767166552,2.7430178358023234
21.17,44.52774280950673,-1597.5412257653363,2.7437894620498327
21.18,44.52674851287088,-1597.5406882308164,2.744534923212388
21.19,44.52576516425498,-1597.541208494387,2.7452840430189056
21.2,44.5247927310042,-1597.5410236324935,2.746016978949072
21.21,44.52383118044786,-1597.541308924946,2.7467470000275647
21.22,44.52288047989996,-1597.54128084928,2.7474653004976197
21.23,44.52194059665968,-1597.54146175115,2.748177791447695
