x_position,total_body_moment_x,total_body_moment_y,total_body_moment_z
150,836.381312350407,-48.12518530041139,1281.8100132564284
155,849.3950257721526,-54.70349669287285,1305.5092309998563
160,853.3647500180952,-60.723178112665494,1327.8101653866156
165,850.3901321046283,-67.77809999843592,1346.5198939567322
170,846.1817918059129,-78.03409528554525,1361.2600259297365
175,844.5272091359669,-85.4974543496297,1370.1353285506011
180,840.4502384915535,-91.00223979319242,1371.8606955226544
185,823.9337702661048,-96.83216846161795,1370.0639825386254
190,789.8847203367683,-104.28185123882882,1371.2528242622056
195,741.9850422883967,-107.44117648151818,1381.3669189065424
200,702.3992728600105,-98.68551902227858,1405.887664646463
205,673.2829461083189,-79.95836069981618,1429.3744702226777
210,667.2569302104054,-56.93608833220992,1446.904801617282
215,683.777186954115,-37.89296140989916,1455.5795149521202
220,713.0983089306914,-17.889307622731966,1455.907433398374
225,746.2067362076721,-6.550234492035344,1451.1350426569063
230,780.0837047815719,-13.652180360937043,1451.7083006041537
235,801.5844943583796,-21.33184600376108,1461.0434678762465
240,807.397494213571,-27.22040383826712,1477.6863533418857
245,803.2310169018626,-36.40509760739421,1502.7925391849565
250,794.057370438978,-38.15331989483397,1531.3956625086805
255,791.0143394845761,-20.464715194783537,1556.9185479713333
260,789.6801912592872,-0.9792874516697623,1576.4590942192867
265,783.8916003914396,14.309681494372722,1586.3449892923777
270,775.8653982524079,37.96955995342064,1585.606835682682
275,765.6567696690278,51.80451814865688,1574.772814768624
280,745.366817058506,78.9681293285206,1549.1196766385108
285,730.3577311830791,102.84063601105944,1508.5393293843676
290,734.356059286919,103.7237468269831,1460.8254523979808
295,753.2604671569156,81.11596387872366,1421.5582420241444
300,772.8555447428314,73.71236961679617,1393.5127852285432
305,811.8173524144808,95.30865472629009,1366.927613205377
310,824.6013379639514,96.7911262594294,1337.661140292403
315,783.8290324084207,90.73055941934095,1317.4146738952356
320,721.0181671028467,91.24476693808549,1308.8989957469248
325,659.3174260063702,75.22261436485422,1305.9969217304376
330,605.1489891863658,71.5838069866764,1302.3027573858606
335,561.984142914539,88.95723369486728,1298.5083391019357
340,526.7285170587916,105.20260591014039,1290.8499484540857
345,501.70343520357693,103.651791159927,1289.0756963946237
350,493.95649523852694,84.26689634470114,1298.8928818521904
355,494.3135133775289,57.93118995982603,1314.3276861873587
360,495.0152464925241,19.81373548179084,1331.8637351798723
365,498.26790841936054,-21.517078310782914,1350.0838560656896
370,507.86419001523325,-61.644179610888656,1367.5355901039743
375,515.7305410535383,-90.34805837981298,1383.0590939967533
380,520.4893685351268,-111.10291945951613,1393.8773725394697
385,516.2270117339323,-122.11122651466613,1399.3140678023071
390,503.6526341927938,-121.64491584847666,1399.9346401524558
395,485.234806256917,-108.99441852764646,1397.1507422287793
400,465.5685180233415,-85.92950843076994,1391.5014201439603
405,448.1787627667005,-57.73555029674256,1382.7943260144975
410,434.15922472310444,-29.174989122509743,1370.6326546255327
415,423.69210482232927,-3.061567063672072,1356.9236381259484
420,416.858058496855,21.68148832772496,1344.3119741567375
425,414.25496101000573,47.40111563143245,1334.9897547299477
430,415.8699427188744,71.22602144466404,1329.5133154550815
435,419.7651054650497,89.06195657952215,1328.0399410665395
440,424.1961920410734,97.52098713160028,1331.2151316542568
445,429.0439562735883,96.56074691217334,1339.0446488403688
450,434.49152423761115,89.42069824208703,1350.6412538596899
