RPM,Qaero_Nm,Estimated_WindZ
38.966348342421206,-1367.3124478035152,4.236405674826374
38.96597187316066,-1367.3144356640516,4.236726083024673
38.9656826252267,-1367.3149260550704,4.2369590368150565
38.96548023140544,-1367.316413082268,4.237136628739776
38.96536432481394,-1367.3172339897833,4.237237940939576
38.96533453890392,-1367.3184972631925,4.237277396211211
38.96539050746558,-1367.319463893729,4.237245857056704
38.965531864631366,-1367.3206265355116,4.237149893055041
38.96575824487968,-1367.3216567343616,4.236985602591595
38.9660692830386,-1367.3227734415702,4.236756064999536
38.96646461428959,-1367.3238306716214,4.236459705821034
38.96694387417112,-1367.324925730438,4.2360980532520625
38.967506698582405,-1367.3259937295522,4.235670567192918
38.96815272378695,-1367.3270779102145,4.235178086510335
38.96888158641621,-1367.3281494273892,4.234620530871648
38.96969292347316,-1367.329227493669,4.2339984328238245
38.97058637233587,-1367.3302992832123,4.233311916405417
38.97156157076107,-1367.3313733292605,4.23256137805066
38.97261815688763,-1367.332443925926,4.231747032648992
38.973755769240114,-1367.3335148601288,4.23086921615095
38.97497404673226,-1367.334583590184,4.229928183820007
38.97627262867042,-1367.335651793662,4.228924244718711
38.97765115475705,-1367.3367183354776,4.227857672040164
38.97910926509408,-1367.3377839556351,4.226728762870164
38.98064660018638,-1367.3388481441436,4.225537798334901
38.98226280094511,-1367.3399112246263,4.224285070158441
38.98395750869107,-1367.340972964989,4.222970862942196
38.9857303651581,-1367.342033503598,4.221595465965003
38.98758101249635,-1367.3430927321326,4.2201591653079635
38.989509093275615,-1367.344150706744,4.2186622490883465
38.99151425048862,-1367.3452073739552,4.217105003958056
38.99359612755427,-1367.3462627535332,4.215487717427269
38.99575436832091,-1367.3473168165374,4.213810676302621
38.99798861706954,-1367.348369566649,4.212074167716488
39.00029851851702,-1367.3494209858434,4.210278478427289
39.00268371781928,-1367.3504710705267,4.208423895272753
39.00514386057444,-1367.351519807721,4.2065107048592605
39.007678592826,-1367.3525671907576,4.2045391937546714
39.01028756106595,-1367.353613208924,4.202509648349238
39.01297041223787,-1367.35465785443,4.200422354937361
39.015726793740015,-1367.3557011174296,4.1982775996471124
39.0185563534284,-1367.3567429893808,4.196075668476047
39.021458739619845,-1367.3577834612524,4.193816847261445
39.02443360109498,-1367.3588225244466,4.191501421685173
39.02748058710127,-1367.3598601700237,4.189129677256939
39.03059934735603,-1367.3608963893512,4.1867018993157865
39.03378953204935,-1367.3619311738018,4.184218373019496
39.03705079184706,-1367.362964514928,4.18167938334006
39.04038277789368,-1367.3639964040692,4.179085215052064
39.04378514181531,-1367.3650268328183,4.176436152731984
39.04725753572255,-1367.3660557927774,4.173732480748484
39.05079961221334,-1367.3670832754542,4.170974483254616
39.05441102437584,-1367.3681092726456,4.168162444186167
39.05809142579125,-1367.3691337762054,4.165296647252302
39.06184047053663,-1367.3701567779206,4.162377375927577
39.06565781318771,-1367.371178269712,4.159404913448184
39.069543108821655,-1367.372198243393,4.1563795428025285
39.07349601301983,-1367.373216690942,4.15330154672845
39.07751618187053,-1367.3742336045627,4.150171207707833
39.08160327197172,-1367.375248976285,4.146988807955308
39.08575694043372,-1367.3762627981755,4.143754629414852
39.08997684488191,-1367.377275062559,4.1404689537565025
39.09426264345937,-1367.378285761686,4.1371320623661285
39.09861399482956,-1367.3792948877842,4.133744236340109
39.103030558178894,-1367.3803024332444,4.130305756481759
39.10751199321942,-1367.3813083906196,4.126816903295399
39.11205796019134,-1367.3823127523704,4.123277956977356
39.11666811986565,-1367.3833155109648,4.119689197411361
39.12134213354664,-1367.384316659029,4.116050904164757
39.12607966307444,-1367.3853161892864,4.112363356482035
39.13088037082756,-1367.3863140943722,4.108626833276786
39.13574391972539,-1367.3873103669694,4.1048416131278325
39.14066997323065,-1367.388304999953,4.101007974275526
39.14565819535186,-1367.389297986331,4.097126194615447
39.150708250645806,-1367.3902893188706,4.093196551688191
39.155819804219945,-1367.3912789905266,4.089219322679421
39.16099252173482,-1367.3922669943945,4.085194784413848
39.16622606940645,-1367.3932533234752,4.081123213346932
39.1715201140087,-1367.3942379709638,4.077004885563269
39.17687432287563,-1367.395220930144,4.072840076769996
39.18228836390384,-1367.3962021942143,4.068629062289415
39.18776190555478,-1367.3971817562956,4.064372117053904
39.19329461685705,-1367.3981596098592,4.060069515606273
39.19888616740869,-1368.481792223825,4.069465170292046
39.204463367829945,-1369.529037865348,4.078406465923979
39.21010119703276,-1369.6113568200597,4.075052739901184
39.215797116801085,-1369.5352497914332,4.069643846875738
39.22155086355348,-1369.5882760956315,4.065828933928291
39.227362107574216,-1369.5545206678703,4.0608687244817645
39.23323052168435,-1369.5786370645874,4.0565986649450565
39.23915577922942,-1369.5641687368818,4.051795450823876
39.24513755414071,-1369.5754206514998,4.047274985584875
39.25117552093565,-1369.5695228023644,4.04249384723379
39.25726935471999,-1369.5750551837812,4.037814725770786
39.26341873118989,-1369.572964455971,4.032996306071096
39.26962332663405,-1369.5759528354088,4.028199895058174
39.27588281793574,-1369.575552167788,4.0233184160072515
39.28219688257485,-1369.577407879335,4.018423692470091
39.288565198629975,-1369.5777563426996,4.013468294762773
39.29498744478038,-1369.579106633079,4.0084842849100575
39.30146330030804,-1369.579786024135,4.003450736183176
39.30799244509958,-1369.5809096571456,3.998382042524451
39.31457455964831,-1369.581734094994,3.993269052900304
39.32120932505611,-1369.5827549530163,3.9881183101490176
39.32789642303541,-1369.5836418117344,3.982925895042463
39.33463553591108,-1369.5846149415388,3.977694861351335
39.34142634662235,-1369.5855274863377,3.9724236139530067
39.34826853872466,-1369.5864773411065,3.967113655751631
39.35516179639158,-1369.5873992334325,3.961764423729363
39.36210580441661,-1369.588336669407,3.9563767311238918
39.36910024821504,-1369.5892606362438,3.9509504729386884
39.37614481382575,-1369.590190466973,3.9454861553898724
39.38323918791304,-1369.5911132642095,3.9399838764082475
39.39038305776837,-1369.5920376175677,3.934444005205615
39.397576111312176,-1369.5929577922043,3.9288667292878463
39.40481803709557,-1369.5938776029616,3.923252356396657
39.41210852430213,-1369.594794498218,3.9176011132360826
39.41944726274954,-1369.5957101708063,3.911913279632084
39.42683394289139,-1369.5966234840014,3.906189099098535
39.43426825581878,-1369.5975351874058,3.9004288384441073
39.44174989326203,-1369.59844477334,3.8946327480381293
39.44927854759231,-1369.5993525723686,3.8888010882878157
39.4568539118233,-1369.6002583561085,3.882934111981441
39.46447567961281,-1369.6011622690378,3.8770320760566714
39.47214354526435,-1369.6020642073156,3.871095233750964
39.47985720372876,-1369.602964232461,3.8651238398228323
39.48761635060575,-1369.6038622957317,3.8591181470682376
39.49542068214549,-1369.604758422292,3.853078408642591
39.50326989525013,-1369.6056525880845,3.847004876503378
39.51116368747531,-1369.606544801573,3.840897802438755
39.51910175703172,-1369.6074350499348,3.834757437385448
39.52708380278653,-1369.608323334662,3.828584031875003
39.53510952426492,-1369.609209647602,3.8223778357285
39.54317862165151,-1369.6100939871783,3.8161390982582684
39.55129079579182,-1369.6109763475688,3.8098680681285026
39.55944574819371,-1369.6118567258136,3.8035649934420332
39.56764318102877,-1369.6127351170285,3.7972301216771926
39.57588279713375,-1369.613611517642,3.7908636997258376
39.58416430001193,-1369.614485923537,3.784465973867204
39.59248739383447,-1369.6153583309756,3.7780371897768745
39.60085178344181,-1369.616228735949,3.771577592515917
39.60925717434496,-1369.6170971346385,3.7650874265341265
39.617703272726864,-1369.6179635232445,3.7585669356652462
39.62618978544369,-1369.6188278980424,3.752016363125143
39.63471642002613,-1369.619690255386,3.7454359515094016
39.64328288468065,-1369.6205505916805,3.738825942790469
39.6518888882908,-1369.621408903197,3.732186578312949
39.66053414041843,-1369.6222651864032,3.7255180987953276
39.66921835130493,-1369.623119437776,3.7188207443253254
39.67794123187246,-1369.6239716539058,3.712094754358853
39.686702493725136,-1369.624821831389,3.705340367716426
39.69550184915023,-1369.6256699667558,3.6985578225800055
39.70433901111935,-1369.626516056661,3.6917473564932037
39.71321369328958,-1369.627360097903,3.684909206359363
39.72212561000464,-1369.6282020871786,3.6780436084363526
39.73107447629601,-1369.6290420211762,3.6711507983356477
39.74006000788405,-1369.6298798967823,3.6642310110228755
39.74908192117911,-1369.6307157109566,3.657284480814232
39.758139933282585,-1369.6315494605594,3.650311441372337
39.76723376198802,-1369.6323811425714,3.6433121257070527
39.77636312578214,-1369.6332107539845,3.636286766172187
39.78552774384593,-1369.6340382918088,3.6292355944637333
39.79472733605564,-1369.6348637531491,3.6221588416189636
39.80396162298378,-1369.635687135243,3.615056738015123
39.81323032590016,-1369.6365084351048,3.6079295133632026
39.822533166772864,-1369.637327649891,3.6007773967107433
39.831869868269216,-1369.63814477703,3.5936006164418153
39.84124015375673,-1369.638959813734,3.586399400269207
39.85064374730408,-1369.6397727572776,3.5791739752362592
39.860080373682,-1369.6405836052006,3.571924567717871
39.869549758364215,-1369.6413923547834,3.5646514034123045
39.87905162752837,-1369.64219900355,3.557354707345947
39.88858570805686,-1369.6430035489716,3.550034703868152
39.89815172753776,-1369.6438059885418,3.5426916166506737
39.90774941426565,-1369.6446063198648,3.535325668687341
39.917378497242495,-1369.6454045406497,3.5279370822925893
39.92703870617844,-1369.6462006484198,3.5205260790964545
39.93672977149266,-1369.6469946409354,3.5130928800485193
39.94645142431416,-1369.6477865160173,3.5056377054143817
39.95620339648255,-1369.6485762713685,3.4981607747722006
39.96598542054887,-1369.6493639046776,3.490662307012673
39.97579722977631,-1369.650149413951,3.483142520342037
39.98563855814096,-1369.6509327971826,3.475601632276737
39.99550914033261,-1367.4829565492334,3.4409292150794655
40.005554662662426,-1365.3878644347867,3.4070407853530345
40.01562400531463,-1365.2256900859006,3.3973032904416316
40.02572133122583,-1365.3808661387577,3.39151267830587
40.03584624870168,-1365.2773590550178,3.3824697729214166
40.0459985004069,-1365.3476858994918,3.3755796466182075
40.05617782580981,-1365.3020793187184,3.367222190989816
40.0663839652182,-1365.3337592801793,3.359811216364937
40.0766166596616,-1365.3139112450358,3.3517381655152017
40.08687565089532,-1365.3284116055254,3.3440755506933497
40.097160681400965,-1365.3200094297993,3.3361088525195655
40.10747149438693,-1365.3268720033625,3.328314671193046
40.117807833788994,-1365.323554466726,3.3203756821204093
40.12816944427086,-1365.3270200569668,3.3125037384100064
40.13855607122466,-1365.3259599468752,3.3045579765382302
40.14896746077149,-1365.327913352236,3.2966326296627435
40.15940335976187,-1365.3278541270065,3.2886652297387102
40.16986351577626,-1365.3291330330471,3.280697754225449
40.18034767712555,-1365.3295162268412,3.272702562936808
40.19085559285149,-1365.3304929353048,3.2646984169923092
40.20138701272712,-1365.3310703385014,3.256673148312771
40.21194168725728,-1365.3319103143122,3.2486352029566783
40.22251936767898,-1365.3325716089264,3.24057928579847
40.233119805961806,-1365.3333483898164,3.23250925946661
40.24374275480836,-1365.3340445435217,3.2244228814594327
40.254387967654615,-1365.3347908104856,3.2163219773450478
40.26505519867032,-1365.3355000287136,3.208205660003218
40.27574420275933,-1365.3362303046365,3.200074849212828
40.28645473555999,-1365.3369428989758,3.1919292592026447
40.29718655344546,-1365.3376636364324,3.183769406544682
