x_position,force_x,force_y,force_z
150,-84.79964454660161,0.43050703190310935,3713.795311992152
155,-85.28932615896542,1.6885513175335958,3776.9742695813334
160,-85.09645376786503,3.1730100997059156,3834.1469007497976
165,-85.17060331553967,3.911077584126109,3901.8355248354537
170,-85.85834527508094,4.908712215672979,4003.0230226951526
175,-86.67437293659242,6.434069912183052,4117.0455626212
180,-87.56892179591887,7.919548239124843,4214.857701166705
185,-88.64251152043238,8.764073118666413,4283.9463605379
190,-90.09739840425553,7.496601116586843,4329.136429469199
195,-92.3358654638754,3.5690052018551253,4371.29555658258
200,-94.45673320624245,-1.3934782067494362,4411.080296643106
205,-95.21951774913468,-5.389011839007333,4440.318050357959
210,-94.62506733316854,-6.861014768506456,4449.179319940313
215,-93.64565015844008,-6.225475590102473,4437.27893442548
220,-92.95176332138168,-5.155244795633864,4409.938930439553
225,-92.8535119395923,-4.800473467712002,4381.324346129972
230,-93.31503174249245,-5.311619452706902,4371.664491154359
235,-94.01667704769594,-6.258048181427051,4391.065711817447
240,-94.10765998950706,-7.60329591813732,4436.424370368964
245,-93.39618258935599,-8.49690975597248,4502.008487293976
250,-92.12949800227682,-8.43581634726841,4579.428391771845
255,-89.30096545634065,-6.666656330827031,4649.170042392469
260,-85.1825679636558,-4.911447923611217,4668.6541833784395
265,-78.10810501211941,-3.201441623293491,4643.102266857335
270,-70.75651477106557,-1.8167541409825732,4564.235072504493
275,-63.367204772691366,-0.9764823962473255,4435.403946431286
280,-56.94556693533552,-2.414930591321382,4280.684085067322
285,-53.14493950324323,-2.6897666800227675,4128.771492576819
290,-49.85382045616492,-0.6988382435554815,3966.7105405038083
295,-44.1075706171607,3.7544364104123242,3773.668462157262
300,-38.971555440490974,1.8395357692335783,3592.9052759195197
305,-42.66411550282554,-12.021779270048075,3555.761855083048
310,-46.500019112791016,-22.369604784577497,3626.715352869461
315,-45.60191832764223,-23.6691580765978,3677.2866094753153
320,-46.21327485524235,-22.22751339593352,3724.1037536901194
325,-51.39831911219119,-22.403242066840807,3819.9557469740816
330,-60.83462823663063,-24.871142684466395,3981.0271182871224
335,-70.77436605418056,-26.597612989048535,4158.815489524586
340,-77.7318012635892,-25.18603335046577,4277.151446963558
345,-82.67336123707709,-21.473392956514193,4337.6258709517715
350,-86.61406609531818,-16.500680210768362,4385.5458219142
355,-88.94741610108973,-10.118381808994629,4426.027319789735
360,-88.94976259459621,-2.642601372663263,4447.968013492144
365,-86.3563859756422,2.3357465837135174,4434.312777972182
370,-84.36921011420975,10.072610473948655,4424.218704097969
375,-81.2210379228381,14.48753657115834,4394.40350544508
380,-78.06586359588745,16.99610306042201,4372.456290918709
385,-75.06023393768943,17.95916609507987,4364.735992773842
390,-72.1433237934027,17.969428674977138,4367.7841448672625
395,-69.49004308911941,17.318667684923092,4372.30619661866
400,-67.45010022102474,16.097969846076882,4372.483832784059
405,-66.35379901740139,14.175004601948576,4368.675930408046
410,-66.28558394513423,11.366628478430615,4364.18034824686
415,-66.97052824495974,7.6224042887111825,4360.41178558857
420,-68.12481279469019,3.042262091886558,4356.818816821412
425,-69.47076097439425,-2.0155416048566663,4353.854384481603
430,-70.82808184049686,-6.854261071071545,4353.504793836064
435,-71.96714789395178,-10.813366632140486,4356.229615973689
440,-72.71568487465042,-13.677233038559073,4362.660758137549
445,-72.98448506516873,-15.41729162428805,4373.192482999428
450,-72.91335170628909,-16.1125833308205,4388.121838437245
