Time_s,RotorSpeed_rad_s,Qaero_Nm
34.51,45.603003687743644,-1298.9015356550199
34.52,45.601215202260136,-1298.901449063811
34.53,45.59942579988425,-1298.9013628057435
34.54,45.59763550990974,-1298.901276880296
34.550000000000004,45.59584436151825,-1298.9011912874414
34.56,45.59405238377936,-1298.9011060269243
34.57,45.592259605650675,-1298.9010210984789
34.58,45.59046605597787,-1298.900936501993
34.59,45.588671763494766,-1298.9008522373442
34.6,45.5868767568234,-1298.9007683041023
34.61,45.5850810644741,-1298.9006847021199
34.62,45.58328471484555,-1298.900601431281
34.63,45.58148773622484,-1298.9005184913215
34.64,45.57969015678758,-1298.9004358819377
34.65,45.577892004597956,-1298.90035360287
34.660000000000004,45.57609330760881,-1298.9002716538978
34.67,45.5742940936617,-1298.9001900348183
34.68,45.572494390487,-1298.9001087454376
34.69,45.570694225703974,-1298.900027785432
34.7,45.56889362682085,-1298.8999471545728
34.71,45.56709262123491,-1298.8998668525473
34.72,45.56529123623258,-1298.8997868791503
34.730000000000004,45.56348949898949,-1298.8997072341158
34.74,45.56168743657059,-1298.8996279171924
34.75,45.559885075930204,-1298.899548928103
34.76,45.55808244391216,-1298.899470266568
34.77,45.55627956724985,-1298.8993919322504
34.78,45.55447647256633,-1298.89931392486
34.79,45.5526731863744,-1298.8992362442548
34.800000000000004,45.55086973507671,-1298.8991588900635
34.81,45.54906614496586,-1298.899081861863
34.82,45.54726244222449,-1298.8990051595156
34.83,45.54545865292536,-1298.8989287827644
34.84,45.543654803031465,-1298.898852731275
34.85,45.54185091839613,-1298.8987770046167
34.86,45.54004702476312,-1298.898701602497
34.87,45.53824314776672,-1298.8986265247681
34.88,45.536439312931854,-1298.8985517710116
34.89,45.534635545674185,-1298.898477340884
34.9,45.53283187130021,-1298.89840323412
34.910000000000004,45.53102831500738,-1298.898329450351
34.92,45.529224901884206,-1298.898255989294
34.93,45.52742165691034,-1298.8981828505423
34.94,45.52561860495673,-1298.8981100338524
34.95,45.52381577078569,-1298.8980375388803
34.96,45.52201317905102,-1298.897965365154
34.97,45.52021085429815,-1298.8978935124053
34.980000000000004,45.5184088209642,-1298.897821980341
34.99,45.51660710337813,-1299.8240961264044
35.0,45.51474338548306,-1300.719238549265
35.01,45.51288212676334,-1300.788769681375
35.02,45.51102146069526,-1300.722749763817
35.03,45.509161466381315,-1300.7672210538833
35.04,45.50730216573368,-1300.7374417456267
35.050000000000004,45.50544358222897,-1300.7571806974047
35.06,45.503585739184786,-1300.7439075101834
35.07,45.50172865981036,-1300.7526429722736
35.08,45.49987236720526,-1300.7467065420383
35.09,45.49801688435955,-1300.7505519136344
35.1,45.49616223415392,-1300.7478766236018
35.11,45.49430843935985,-1300.7495489802584
35.12,45.49245552263972,-1300.748323444031
35.13,45.490603506547004,-1300.749030373799
35.14,45.488752413526356,-1300.7484495295828
35.15,45.48690226591379,-1300.7487277373993
35.160000000000004,45.48505308593682,-1300.7484337790706
35.17,45.4832048957146,-1300.7485217993128
35.18,45.48135771725807,-1300.748355701032
35.19,45.479511572470116,-1300.7483595481156
35.2,45.47766648314571,-1300.7482506305023
35.21,45.47582247097206,-1300.7482174208556
35.22,45.47397955752877,-1300.748134270056
35.230000000000004,45.47213776428797,-1300.748084943406
35.24,45.4702971126145,-1300.7480135964504
35.25,45.46845762376605,-1300.7479574581553
35.26,45.46661931889329,-1300.747891708549
35.27,45.46478221904006,-1300.7478328933387
35.28,45.46294634514353,-1300.7477699812116
35.29,45.46111171803432,-1300.7477103256324
35.300000000000004,45.459278358436684,-1300.7476490235579
35.31,45.45744628696867,-1300.747589342852
35.32,45.45561552414227,-1300.7475291041455
35.33,45.45378609036357,-1300.7474697596274
35.34,45.45195800593295,-1300.7474103402396
35.35,45.45013129104521,-1300.7473514911621
35.36,45.448305965789736,-1300.7472927816061
35.37,45.44648205015068,-1300.7472344979205
35.38,45.44465956400711,-1300.7471764483585
35.39,45.44283852713319,-1300.7471187598528
35.4,45.44101895919834,-1300.747061346994
35.410000000000004,45.43920087976738,-1300.7470042659327
35.42,45.437384308300736,-1300.7469474782447
35.43,45.435569264154594,-1300.7468910087414
35.44,45.43375576658105,-1300.7468348402242
35.45,45.4319438347283,-1300.7467789831858
35.46,45.430133487640816,-1300.746723429619
35.47,45.4283247442595,-1300.746668184159
35.480000000000004,45.42651762342185,-1300.7466132429417
35.49,45.42471214386217,-1300.7465586075696
35.5,45.42290832421171,-1300.746504276054
35.51,45.42110618299885,-1300.7464502489079
35.52,45.419305738649264,-1300.7463965249015
35.53,45.41750700948613,-1300.7463431039964
35.54,45.41571001373026,-1300.7462899853488
35.550000000000004,45.41391476950032,-1300.7462371685504
35.56,45.412121294812984,-1300.7461846529172
35.57,45.41032960758311,-1300.7461324380838
35.58,45.408539725623925,-1300.7460805235435
35.59,45.40675166664721,-1300.7460289086914
35.6,45.40496544826348,-1300.7459775929167
35.61,45.40318108798216,-1300.7459265757711
35.62,45.40139860321177,-1300.7458758566231
35.63,45.399618011260095,-1300.7458254349783
35.64,45.397839329334396,-1300.7457753103145
35.65,45.39606257454157,-1300.7457254819974
35.660000000000004,45.394287763888336,-1300.7456759494676
35.67,45.39251491428144,-1300.7456267122172
35.68,45.39074404252782,-1300.7455777696484
35.69,45.3889751653348,-1300.7455291212389
35.7,45.38720829931027,-1300.7454807665172
35.71,45.385443460962875,-1300.7454327048204
35.72,45.38368066670223,-1300.745384935569
35.730000000000004,45.381919932839075,-1300.7453374582092
35.74,45.38016127558547,-1300.7452902721482
35.75,45.378404711055005,-1300.7452433768099
35.76,45.376650255262966,-1300.7451967716358
35.77,45.37489792412654,-1300.7451504561172
