x_position,total_body_moment_x,total_body_moment_y,total_body_moment_z
150,819.1756169148427,-56.00476223435441,1278.8934340945748
155,800.5412442442895,-74.54903819965212,1304.0907044736339
160,781.5583041380755,-97.70413736638886,1335.618876499169
165,749.7482164626205,-111.67895933195626,1372.7098256454979
170,702.5464465338137,-107.88463434170919,1405.9091658384166
175,670.0337986735051,-89.49494259425317,1428.7632024421557
180,679.7193785739108,-63.32673210408886,1440.2126860947747
185,735.8692835011606,-35.99821274418872,1448.2986183463618
190,803.1524745741106,1.1274791437117102,1459.129852323396
195,854.8508965752544,48.497614348836336,1470.3897342050072
200,883.6455267060617,72.96530268736392,1478.0465245833504
205,895.6768339498885,86.35273058918023,1478.1154998384527
210,893.3200043961266,86.20666749992617,1469.7425254154466
215,882.6329262548368,77.80506433916314,1458.2450902152202
220,871.1760109834165,62.54093459987245,1451.2853340213162
225,859.6781551408172,46.505434848097835,1453.1338813184727
230,842.3086510113147,35.53129540018566,1464.368044038199
235,821.9877144939757,25.42572154063992,1486.140980304818
240,804.4571514344059,16.40936134925045,1516.5614977057933
245,791.0398142966342,16.842004009350138,1549.8350187252458
250,768.5807910386068,33.06478622411662,1566.7382085549805
255,742.8048695122288,64.14238574964517,1571.1289531049233
260,721.0479003893303,88.552452620401,1553.882554528112
265,709.1588479291797,112.22294773629731,1518.9659192893487
270,699.4340789415072,121.36302187958138,1470.875319651746
275,675.5167702756492,109.70351019187984,1423.62178966309
280,632.5523039294601,104.0884059537702,1375.0240257421492
285,586.8697132167166,100.4977856616247,1321.0345417024994
290,561.7596748410195,87.11937683756386,1257.7136780981778
295,483.7605380203665,53.09473264202562,1207.7929276084706
300,407.54756511503797,113.49182536786181,1214.319792193195
305,400.206638014033,181.4835558203045,1242.986869780266
310,395.5166313673269,160.25568862364145,1259.7816445978574
315,355.45196098510223,117.56155204676318,1279.2648734793918
320,318.7345168834316,91.00432767952105,1311.480158143501
325,317.2236763467643,98.8299421388008,1355.0174743047428
330,350.4922332149098,138.36831461811263,1395.8145231965336
335,406.7864398173379,149.97893340999815,1421.2329069888176
340,468.7501315090565,115.12024914495174,1438.0121388201635
345,509.6661251346045,69.140435869581,1454.4028222618526
350,517.1407436342979,17.931355675731947,1467.3568599395192
355,522.3289789891298,9.512112249168851,1468.41255965999
360,527.363541166138,-46.20854447271263,1463.3143491678854
365,535.1273081626082,-77.81311168884949,1454.7159972671234
370,542.0489808791011,-107.57870230729911,1447.1321874957978
375,544.6853444457024,-127.52737403937184,1444.6736780543374
380,541.930273479006,-134.8355738843667,1447.287563532802
385,530.7547603252533,-129.80757825917303,1451.0366699240149
390,512.6103028975649,-116.95356206756179,1452.7469634124925
395,489.32838561781983,-99.20288186459203,1451.385380299658
400,464.00794144994944,-75.90285916264872,1447.8899558120618
405,442.088382677418,-44.928382205952154,1443.597963187421
410,426.6765240265304,-8.493589491751965,1439.1595495301774
415,416.77718440658964,29.66265599240021,1435.2298073558147
420,410.93314719911933,64.96125652075271,1432.7983388396926
425,409.35592985439223,94.30790559584261,1432.3881437396842
430,413.81307109055234,114.5243523784922,1433.8092990270443
435,425.3059684537278,125.82079096192228,1437.2069314346397
440,444.56520317387105,128.74996355828904,1442.788780345501
445,467.8163469794834,125.7751303096138,1449.9674016448166
450,486.1688220366167,117.43983312551644,1457.0566824973546
